sequence,order_id,type,side,price,quantity
115,ORD000023,CANCEL,,,
116,ORD000103,CANCEL,,,
117,ORD000117,LIMIT,BUY,100.22,74
118,ORD000117,CANCEL,,,
119,ORD000119,MARKET,SELL,,84
120,ORD000120,LIMIT,BUY,98.55,90
121,ORD000121,LIMIT,BUY,100.29,16
122,ORD000122,LIMIT,SELL,101.97,77
123,ORD000123,LIMIT,SELL,101.3,65
124,ORD000124,LIMIT,SELL,101.36,61
125,ORD000125,LIMIT,BUY,98.69,100
126,ORD000126,MARKET,BUY,,10
127,ORD000127,MARKET,BUY,,41
128,ORD000128,MARKET,BUY,,30
129,ORD000129,LIMIT,BUY,98.16,53
130,ORD000130,LIMIT,SELL,100.02,54
131,ORD000131,LIMIT,BUY,99.91,49
132,ORD000132,MARKET,SELL,,50
133,ORD000133,LIMIT,SELL,101.34,78
134,ORD000134,MARKET,SELL,,56
135,ORD000135,LIMIT,SELL,101.2,52
136,ORD000136,LIMIT,SELL,101.95,69
137,ORD000121,CANCEL,,,
138,ORD000138,MARKET,BUY,,55
139,ORD000124,CANCEL,,,
140,ORD000107,CANCEL,,,
141,ORD000141,LIMIT,BUY,98.84,49
142,ORD000125,CANCEL,,,
143,ORD000087,CANCEL,,,
144,ORD000144,LIMIT,BUY,98.87,84
145,ORD000051,CANCEL,,,
146,ORD000146,MARKET,BUY,,3
147,ORD000147,MARKET,BUY,,86
148,ORD000110,CANCEL,,,
149,ORD000149,LIMIT,SELL,99.92,78
150,ORD000150,LIMIT,BUY,98.41,40
151,ORD000044,CANCEL,,,
152,ORD000152,LIMIT,SELL,101.29,10
153,ORD000153,MARKET,BUY,,99
154,ORD000154,LIMIT,BUY,99.41,6
155,ORD000155,LIMIT,SELL,99.67,83
156,ORD000156,LIMIT,SELL,99.76,47
157,ORD000157,LIMIT,SELL,100.59,94
158,ORD000158,LIMIT,SELL,101.8,100
159,ORD000159,LIMIT,SELL,100.98,42
160,ORD000160,MARKET,BUY,,58
161,ORD000136,CANCEL,,,
162,ORD000162,LIMIT,SELL,100.74,42
163,ORD000120,CANCEL,,,
164,ORD000164,LIMIT,SELL,101.7,90
165,ORD000165,LIMIT,BUY,98.48,31
166,ORD000166,LIMIT,SELL,100.1,61
167,ORD000167,LIMIT,SELL,99.54,38
168,ORD000158,CANCEL,,,
169,ORD000157,CANCEL,,,
170,ORD000170,LIMIT,SELL,100.36,96
171,ORD000171,LIMIT,SELL,100.18,33
172,ORD000164,CANCEL,,,
173,ORD000101,CANCEL,,,
174,ORD000174,MARKET,BUY,,95
175,ORD000175,LIMIT,SELL,101.58,38
176,ORD000122,CANCEL,,,
177,ORD000177,MARKET,BUY,,7
178,ORD000178,LIMIT,BUY,99.88,14
179,ORD000179,LIMIT,SELL,100.6,24
180,ORD000180,LIMIT,SELL,100.69,9
181,ORD000181,LIMIT,BUY,99.72,20
182,ORD000156,CANCEL,,,
183,ORD000183,LIMIT,BUY,98.3,98
184,ORD000184,LIMIT,BUY,98.95,57
185,ORD000179,CANCEL,,,
186,ORD000186,LIMIT,BUY,99.85,98
187,ORD000149,CANCEL,,,
188,ORD000098,CANCEL,,,
189,ORD000129,CANCEL,,,
190,ORD000190,MARKET,BUY,,58
191,ORD000191,MARKET,SELL,,30
192,ORD000141,CANCEL,,,
193,ORD000193,MARKET,SELL,,30
194,ORD000194,LIMIT,BUY,99.36,83
195,ORD000135,CANCEL,,,
196,ORD000196,MARKET,BUY,,40
197,ORD000197,LIMIT,SELL,100.67,39
198,ORD000198,LIMIT,SELL,100.73,11
199,ORD000199,LIMIT,SELL,101.01,4
200,ORD000199,CANCEL,,,
201,ORD000201,LIMIT,BUY,99.68,35
202,ORD000202,LIMIT,BUY,99.63,36
203,ORD000194,CANCEL,,,
204,ORD000204,LIMIT,SELL,100.68,53
205,ORD000205,LIMIT,BUY,98.82,89
206,ORD000206,LIMIT,SELL,100.88,59
207,ORD000166,CANCEL,,,
208,ORD000208,LIMIT,SELL,101.56,1
209,ORD000209,LIMIT,SELL,99.97,47
210,ORD000210,LIMIT,SELL,101.4,27
211,ORD000144,CANCEL,,,
212,ORD000212,LIMIT,SELL,100.71,4
213,ORD000213,LIMIT,BUY,98.78,2
214,ORD000214,MARKET,BUY,,15
215,ORD000215,LIMIT,BUY,98.38,92
216,ORD000171,CANCEL,,,
217,ORD000217,LIMIT,SELL,100.11,71
218,ORD000159,CANCEL,,,
219,ORD000219,LIMIT,BUY,98.69,54
220,ORD000220,LIMIT,SELL,100.21,39
221,ORD000221,LIMIT,SELL,100.62,62
222,ORD000222,LIMIT,SELL,100.3,25
223,ORD000223,LIMIT,BUY,98.58,100
224,ORD000224,LIMIT,SELL,101.26,49
225,ORD000225,LIMIT,BUY,98.09,65
226,ORD000226,LIMIT,SELL,101.69,57
227,ORD000206,CANCEL,,,
228,ORD000152,CANCEL,,,
229,ORD000229,MARKET,BUY,,34
230,ORD000230,LIMIT,SELL,101.63,87
231,ORD000231,LIMIT,SELL,101.07,98
232,ORD000232,LIMIT,BUY,98.59,88
233,ORD000233,LIMIT,BUY,99.08,13
234,ORD000234,LIMIT,BUY,99.74,4
235,ORD000111,CANCEL,,,
236,ORD000201,CANCEL,,,
237,ORD000237,LIMIT,BUY,99.41,24
238,ORD000131,CANCEL,,,
239,ORD000239,LIMIT,SELL,100.1,75
240,ORD000213,CANCEL,,,
241,ORD000241,MARKET,SELL,,2
242,ORD000242,LIMIT,SELL,101.19,21
243,ORD000202,CANCEL,,,
244,ORD000244,LIMIT,SELL,100.56,33
245,ORD000245,MARKET,SELL,,50
246,ORD000246,MARKET,BUY,,74
247,ORD000247,LIMIT,SELL,100.24,85
248,ORD000248,LIMIT,BUY,99.71,96
249,ORD000249,LIMIT,SELL,101.76,100
250,ORD000250,MARKET,SELL,,25
251,ORD000251,LIMIT,BUY,100.26,83
252,ORD000215,CANCEL,,,
253,ORD000205,CANCEL,,,
254,ORD000254,LIMIT,BUY,98.82,54
255,ORD000155,CANCEL,,,
256,ORD000256,LIMIT,SELL,101.78,22
257,ORD000222,CANCEL,,,
258,ORD000258,LIMIT,SELL,100.35,15
259,ORD000259,MARKET,BUY,,29
260,ORD000260,LIMIT,SELL,101.51,47
261,ORD000212,CANCEL,,,
262,ORD000231,CANCEL,,,
263,ORD000209,CANCEL,,,
264,ORD000264,LIMIT,SELL,101.56,48
265,ORD000180,CANCEL,,,
266,ORD000266,LIMIT,SELL,100.05,9
267,ORD000267,LIMIT,SELL,100.26,53
268,ORD000104,CANCEL,,,
269,ORD000269,LIMIT,SELL,99.79,31
270,ORD000270,LIMIT,BUY,98.93,96
271,ORD000271,LIMIT,SELL,101.32,54
272,ORD000272,LIMIT,SELL,101.85,36
273,ORD000219,CANCEL,,,
274,ORD000226,CANCEL,,,
275,ORD000275,MARKET,SELL,,88
276,ORD000276,MARKET,SELL,,36
277,ORD000162,CANCEL,,,
278,ORD000278,MARKET,SELL,,28
279,ORD000279,MARKET,BUY,,43
280,ORD000167,CANCEL,,,
281,ORD000281,MARKET,BUY,,98
282,ORD000282,LIMIT,BUY,98.58,100
283,ORD000256,CANCEL,,,
284,ORD000175,CANCEL,,,
285,ORD000285,LIMIT,SELL,99.77,4
286,ORD000223,CANCEL,,,
287,ORD000287,LIMIT,BUY,98.04,34
288,ORD000287,CANCEL,,,
289,ORD000289,LIMIT,BUY,99.19,100
290,ORD000290,LIMIT,BUY,98.55,79
291,ORD000270,CANCEL,,,
292,ORD000292,LIMIT,SELL,99.58,62
293,ORD000293,LIMIT,SELL,100.73,57
294,ORD000150,CANCEL,,,
295,ORD000295,MARKET,BUY,,36
296,ORD000296,LIMIT,SELL,100.99,38
297,ORD000297,MARKET,SELL,,90
298,ORD000271,CANCEL,,,
299,ORD000299,LIMIT,BUY,100.22,53
300,ORD000300,LIMIT,SELL,101.32,41
301,ORD000301,LIMIT,SELL,99.88,61
302,ORD000154,CANCEL,,,
303,ORD000170,CANCEL,,,
304,ORD000304,LIMIT,SELL,100.89,76
305,ORD000305,LIMIT,SELL,100.53,86
306,ORD000306,LIMIT,SELL,101.3,37
307,ORD000307,MARKET,SELL,,65
308,ORD000289,CANCEL,,,
309,ORD000309,LIMIT,BUY,99.39,15
310,ORD000310,LIMIT,BUY,100.11,99
311,ORD000311,LIMIT,BUY,99.64,89
312,ORD000197,CANCEL,,,
313,ORD000304,CANCEL,,,
314,ORD000314,LIMIT,SELL,99.95,19
315,ORD000315,MARKET,SELL,,95
316,ORD000316,MARKET,BUY,,68
317,ORD000242,CANCEL,,,
318,ORD000318,LIMIT,BUY,99.8,100
319,ORD000319,LIMIT,BUY,98.39,97
320,ORD000320,MARKET,BUY,,85
321,ORD000321,LIMIT,SELL,100.04,66
322,ORD000247,CANCEL,,,
323,ORD000299,CANCEL,,,
324,ORD000324,LIMIT,SELL,100.27,29
325,ORD000325,MARKET,BUY,,39
326,ORD000326,LIMIT,BUY,98.72,16
327,ORD000309,CANCEL,,,
328,ORD000328,LIMIT,BUY,99.76,65
329,ORD000329,MARKET,SELL,,95
330,ORD000092,CANCEL,,,
331,ORD000331,LIMIT,BUY,99.44,74
332,ORD000332,MARKET,SELL,,52
333,ORD000232,CANCEL,,,
334,ORD000293,CANCEL,,,
335,ORD000335,MARKET,SELL,,14
336,ORD000290,CANCEL,,,
337,ORD000337,LIMIT,BUY,98.78,44
338,ORD000326,CANCEL,,,
339,ORD000267,CANCEL,,,
340,ORD000340,LIMIT,BUY,98.87,94
341,ORD000341,MARKET,BUY,,19
342,ORD000204,CANCEL,,,
343,ORD000343,MARKET,BUY,,99
344,ORD000344,LIMIT,SELL,101.4,58
345,ORD000345,LIMIT,SELL,101.07,20
346,ORD000346,LIMIT,SELL,100.26,36
347,ORD000347,LIMIT,SELL,100.28,58
348,ORD000244,CANCEL,,,
349,ORD000349,LIMIT,BUY,100.44,12
350,ORD000350,LIMIT,SELL,100.89,95
351,ORD000351,LIMIT,SELL,100.93,25
352,ORD000352,LIMIT,SELL,101.89,58
353,ORD000347,CANCEL,,,
354,ORD000354,LIMIT,BUY,98.43,32
355,ORD000355,LIMIT,SELL,101.02,47
356,ORD000356,LIMIT,SELL,101.44,87
357,ORD000357,MARKET,SELL,,13
358,ORD000358,MARKET,SELL,,93
359,ORD000359,LIMIT,BUY,99.46,19
360,ORD000360,LIMIT,SELL,101.25,51
361,ORD000324,CANCEL,,,
362,ORD000362,LIMIT,SELL,101.11,43
363,ORD000363,LIMIT,BUY,99.06,47
364,ORD000233,CANCEL,,,
365,ORD000217,CANCEL,,,
366,ORD000366,MARKET,SELL,,18
367,ORD000234,CANCEL,,,
368,ORD000368,LIMIT,BUY,99.35,95
369,ORD000369,LIMIT,BUY,100.19,80
370,ORD000260,CANCEL,,,
371,ORD000208,CANCEL,,,
372,ORD000372,LIMIT,BUY,98.11,47
373,ORD000373,LIMIT,BUY,99.53,97
374,ORD000374,MARKET,SELL,,31
375,ORD000375,LIMIT,SELL,99.99,87
376,ORD000376,LIMIT,SELL,100.2,49
377,ORD000377,LIMIT,SELL,101.54,78
378,ORD000301,CANCEL,,,
379,ORD000296,CANCEL,,,
380,ORD000380,LIMIT,BUY,99.29,16
381,ORD000354,CANCEL,,,
382,ORD000285,CANCEL,,,
383,ORD000383,LIMIT,BUY,98.23,29
384,ORD000384,LIMIT,SELL,100.54,51
385,ORD000385,LIMIT,BUY,98.2,29
386,ORD000220,CANCEL,,,
387,ORD000387,LIMIT,SELL,99.84,37
388,ORD000388,LIMIT,SELL,99.85,91
389,ORD000389,LIMIT,BUY,98.05,28
390,ORD000390,MARKET,SELL,,37
391,ORD000230,CANCEL,,,
392,ORD000372,CANCEL,,,
393,ORD000393,MARKET,SELL,,64
394,ORD000394,LIMIT,BUY,99.44,92
395,ORD000375,CANCEL,,,
396,ORD000355,CANCEL,,,
397,ORD000292,CANCEL,,,
398,ORD000351,CANCEL,,,
399,ORD000269,CANCEL,,,
400,ORD000328,CANCEL,,,
401,ORD000401,LIMIT,BUY,99.18,82
402,ORD000402,MARKET,SELL,,3
403,ORD000403,LIMIT,BUY,99.83,81
404,ORD000345,CANCEL,,,
405,ORD000405,MARKET,SELL,,46
406,ORD000406,LIMIT,BUY,99.71,90
407,ORD000407,LIMIT,BUY,98.16,100
408,ORD000408,MARKET,BUY,,6
409,ORD000409,LIMIT,BUY,98.78,51
410,ORD000410,MARKET,SELL,,97
411,ORD000411,LIMIT,SELL,101.45,84
412,ORD000412,LIMIT,BUY,99.09,52
413,ORD000413,LIMIT,SELL,99.97,89
414,ORD000414,LIMIT,SELL,101.32,11
415,ORD000415,LIMIT,BUY,98.8,11
416,ORD000416,LIMIT,SELL,101.01,55
417,ORD000389,CANCEL,,,
418,ORD000418,LIMIT,BUY,100.28,79
419,ORD000419,LIMIT,SELL,101.48,8
420,ORD000383,CANCEL,,,
421,ORD000421,LIMIT,BUY,98.36,78
422,ORD000422,MARKET,SELL,,9
423,ORD000369,CANCEL,,,
424,ORD000424,LIMIT,BUY,99.7,48
425,ORD000425,LIMIT,BUY,99.32,51
426,ORD000426,MARKET,SELL,,15
427,ORD000272,CANCEL,,,
428,ORD000428,LIMIT,SELL,99.79,100
429,ORD000407,CANCEL,,,
430,ORD000346,CANCEL,,,
431,ORD000431,MARKET,SELL,,18
432,ORD000432,MARKET,SELL,,92
433,ORD000433,LIMIT,BUY,100.42,41
434,ORD000434,LIMIT,BUY,98.73,39
435,ORD000435,LIMIT,BUY,99.27,16
436,ORD000436,MARKET,BUY,,64
437,ORD000380,CANCEL,,,
438,ORD000438,LIMIT,BUY,98.22,40
439,ORD000439,LIMIT,SELL,101.42,74
440,ORD000360,CANCEL,,,
441,ORD000441,LIMIT,SELL,100.79,17
442,ORD000442,LIMIT,BUY,98.32,65
443,ORD000443,LIMIT,BUY,99.3,39
444,ORD000363,CANCEL,,,
445,ORD000445,LIMIT,BUY,100.35,37
446,ORD000446,MARKET,SELL,,71
447,ORD000356,CANCEL,,,
448,ORD000448,LIMIT,BUY,98.42,75
449,ORD000377,CANCEL,,,
450,ORD000450,LIMIT,BUY,98.07,6
451,ORD000451,LIMIT,SELL,101.42,54
452,ORD000452,LIMIT,BUY,99.57,38
453,ORD000453,LIMIT,SELL,101.51,88
454,ORD000454,MARKET,SELL,,8
455,ORD000412,CANCEL,,,
456,ORD000456,LIMIT,BUY,98.36,92
457,ORD000457,LIMIT,SELL,99.83,48
458,ORD000458,LIMIT,BUY,99.17,35
459,ORD000459,MARKET,BUY,,38
460,ORD000460,MARKET,SELL,,21
461,ORD000461,MARKET,SELL,,21
462,ORD000462,LIMIT,SELL,100.27,3
463,ORD000406,CANCEL,,,
464,ORD000464,MARKET,BUY,,46
465,ORD000350,CANCEL,,,
466,ORD000466,MARKET,SELL,,2
467,ORD000467,MARKET,SELL,,34
468,ORD000468,LIMIT,SELL,100.5,73
469,ORD000469,LIMIT,SELL,99.68,65
470,ORD000470,LIMIT,SELL,101.06,79
471,ORD000221,CANCEL,,,
472,ORD000472,LIMIT,SELL,100.41,19
473,ORD000443,CANCEL,,,
474,ORD000474,MARKET,BUY,,18
475,ORD000475,LIMIT,SELL,99.87,66
476,ORD000475,CANCEL,,,
477,ORD000477,LIMIT,SELL,101.35,39
478,ORD000478,LIMIT,SELL,100.25,3
479,ORD000479,LIMIT,BUY,99.46,93
480,ORD000480,LIMIT,BUY,98.66,84
481,ORD000481,LIMIT,BUY,99.46,22
482,ORD000482,MARKET,SELL,,88
483,ORD000462,CANCEL,,,
484,ORD000484,MARKET,BUY,,57
485,ORD000485,LIMIT,BUY,98.51,65
486,ORD000486,LIMIT,SELL,101.34,8
487,ORD000487,LIMIT,BUY,100.5,62
488,ORD000488,LIMIT,SELL,100.65,69
489,ORD000489,LIMIT,SELL,101.67,88
490,ORD000490,LIMIT,SELL,99.98,32
491,ORD000368,CANCEL,,,
492,ORD000373,CANCEL,,,
493,ORD000493,LIMIT,BUY,99.22,62
494,ORD000494,MARKET,SELL,,74
495,ORD000495,LIMIT,SELL,100.49,45
496,ORD000496,MARKET,BUY,,37
497,ORD000497,LIMIT,BUY,99.11,33
498,ORD000498,MARKET,BUY,,69
499,ORD000468,CANCEL,,,
500,ORD000500,MARKET,BUY,,95
501,ORD000501,MARKET,BUY,,68
502,ORD000319,CANCEL,,,
503,ORD000421,CANCEL,,,
504,ORD000504,MARKET,SELL,,99
505,ORD000470,CANCEL,,,
506,ORD000506,LIMIT,BUY,100.34,61
507,ORD000507,LIMIT,BUY,98.72,37
508,ORD000508,LIMIT,BUY,98.58,95
509,ORD000509,LIMIT,BUY,98.44,23
510,ORD000510,LIMIT,BUY,98.99,64
511,ORD000376,CANCEL,,,
512,ORD000512,MARKET,BUY,,78
513,ORD000401,CANCEL,,,
514,ORD000506,CANCEL,,,
515,ORD000515,LIMIT,SELL,99.84,65
516,ORD000516,LIMIT,BUY,98.83,94
517,ORD000517,LIMIT,SELL,99.54,44
518,ORD000518,MARKET,BUY,,82
519,ORD000519,LIMIT,SELL,99.72,86
520,ORD000249,CANCEL,,,
521,ORD000521,MARKET,BUY,,50
522,ORD000359,CANCEL,,,
523,ORD000523,LIMIT,SELL,100.93,34
524,ORD000524,MARKET,BUY,,16
525,ORD000525,LIMIT,BUY,99.26,91
526,ORD000526,LIMIT,BUY,100.35,48
527,ORD000527,LIMIT,BUY,99.2,59
528,ORD000528,LIMIT,SELL,100.87,61
529,ORD000529,LIMIT,BUY,99.7,77
530,ORD000530,LIMIT,BUY,99.32,47
531,ORD000485,CANCEL,,,
532,ORD000480,CANCEL,,,
533,ORD000533,LIMIT,BUY,98.37,42
534,ORD000534,MARKET,SELL,,27
535,ORD000535,MARKET,SELL,,66
536,ORD000536,LIMIT,BUY,99.28,59
537,ORD000537,LIMIT,SELL,100.27,3
538,ORD000538,LIMIT,BUY,99.45,6
539,ORD000539,LIMIT,BUY,98.15,9
540,ORD000540,MARKET,SELL,,53
541,ORD000254,CANCEL,,,
542,ORD000542,LIMIT,SELL,101.73,58
543,ORD000543,LIMIT,SELL,101.21,85
544,ORD000544,LIMIT,BUY,98.87,23
545,ORD000545,LIMIT,SELL,101.32,29
546,ORD000546,LIMIT,BUY,99.16,93
547,ORD000547,LIMIT,SELL,100.12,45
548,ORD000310,CANCEL,,,
549,ORD000549,MARKET,BUY,,85
550,ORD000550,MARKET,BUY,,9
551,ORD000165,CANCEL,,,
552,ORD000552,MARKET,BUY,,6
553,ORD000553,LIMIT,BUY,99.89,100
554,ORD000477,CANCEL,,,
555,ORD000555,LIMIT,BUY,99.83,41
556,ORD000556,MARKET,SELL,,19
557,ORD000557,LIMIT,BUY,98.69,72
558,ORD000558,LIMIT,BUY,99.07,64
559,ORD000419,CANCEL,,,
560,ORD000560,LIMIT,SELL,100.3,54
561,ORD000561,LIMIT,SELL,101.39,61
562,ORD000340,CANCEL,,,
563,ORD000563,LIMIT,BUY,100.29,72
564,ORD000564,LIMIT,SELL,99.84,32
565,ORD000416,CANCEL,,,
566,ORD000566,LIMIT,SELL,99.73,93
567,ORD000567,MARKET,BUY,,87
568,ORD000568,LIMIT,BUY,98.47,98
569,ORD000569,LIMIT,BUY,100.17,43
570,ORD000570,MARKET,BUY,,25
571,ORD000571,LIMIT,BUY,99.89,32
572,ORD000572,LIMIT,BUY,98.6,42
573,ORD000573,LIMIT,SELL,101.12,40
574,ORD000488,CANCEL,,,
575,ORD000575,MARKET,SELL,,93
576,ORD000576,LIMIT,SELL,100.43,53
577,ORD000344,CANCEL,,,
578,ORD000578,MARKET,BUY,,75
579,ORD000579,MARKET,SELL,,26
580,ORD000580,LIMIT,SELL,100.11,71
581,ORD000581,MARKET,SELL,,63
582,ORD000582,LIMIT,SELL,101.33,46
583,ORD000545,CANCEL,,,
584,ORD000584,LIMIT,BUY,99.36,83
585,ORD000585,LIMIT,BUY,98.19,86
586,ORD000089,CANCEL,,,
587,ORD000587,MARKET,BUY,,20
588,ORD000490,CANCEL,,,
589,ORD000589,LIMIT,BUY,99.67,79
590,ORD000590,MARKET,SELL,,69
591,ORD000591,MARKET,BUY,,93
592,ORD000411,CANCEL,,,
593,ORD000580,CANCEL,,,
594,ORD000594,LIMIT,SELL,101.77,14
595,ORD000595,MARKET,BUY,,80
596,ORD000596,MARKET,SELL,,51
597,ORD000452,CANCEL,,,
598,ORD000598,LIMIT,BUY,98.56,88
599,ORD000599,LIMIT,BUY,100.15,98
600,ORD000453,CANCEL,,,
601,ORD000601,MARKET,SELL,,2
602,ORD000602,LIMIT,BUY,99.08,43
603,ORD000603,LIMIT,BUY,100.3,30
604,ORD000547,CANCEL,,,
605,ORD000605,MARKET,SELL,,10
606,ORD000606,LIMIT,SELL,100.91,5
607,ORD000602,CANCEL,,,
608,ORD000608,LIMIT,BUY,99.88,92
609,ORD000609,MARKET,BUY,,73
610,ORD000598,CANCEL,,,
611,ORD000611,LIMIT,SELL,101.35,89
612,ORD000612,MARKET,SELL,,56
613,ORD000210,CANCEL,,,
614,ORD000614,LIMIT,SELL,100.32,82
615,ORD000481,CANCEL,,,
616,ORD000616,LIMIT,SELL,100.44,24
617,ORD000617,MARKET,SELL,,80
618,ORD000388,CANCEL,,,
619,ORD000619,MARKET,BUY,,49
620,ORD000620,LIMIT,BUY,98.79,14
621,ORD000428,CANCEL,,,
622,ORD000622,MARKET,SELL,,12
623,ORD000493,CANCEL,,,
624,ORD000624,MARKET,SELL,,12
625,ORD000625,LIMIT,BUY,99.96,50
626,ORD000472,CANCEL,,,
627,ORD000627,LIMIT,BUY,99.4,32
628,ORD000628,LIMIT,BUY,98.42,35
629,ORD000629,MARKET,SELL,,22
630,ORD000630,MARKET,SELL,,10
631,ORD000631,LIMIT,BUY,99.24,79
632,ORD000248,CANCEL,,,
633,ORD000123,CANCEL,,,
634,ORD000634,LIMIT,SELL,100.45,43
635,ORD000635,LIMIT,SELL,101.65,77
636,ORD000441,CANCEL,,,
637,ORD000637,LIMIT,BUY,98.44,51
638,ORD000638,LIMIT,SELL,101.08,74
639,ORD000639,LIMIT,SELL,101.54,51
640,ORD000640,LIMIT,BUY,99.36,88
641,ORD000641,LIMIT,BUY,99.15,91
642,ORD000614,CANCEL,,,
643,ORD000571,CANCEL,,,
644,ORD000635,CANCEL,,,
645,ORD000645,LIMIT,SELL,99.85,39
646,ORD000561,CANCEL,,,
647,ORD000497,CANCEL,,,
648,ORD000648,LIMIT,BUY,99.49,75
649,ORD000649,LIMIT,SELL,101.48,47
650,ORD000650,MARKET,BUY,,32
651,ORD000651,MARKET,SELL,,79
652,ORD000560,CANCEL,,,
653,ORD000653,LIMIT,SELL,100.33,56
654,ORD000258,CANCEL,,,
655,ORD000528,CANCEL,,,
656,ORD000656,LIMIT,BUY,98.98,99
657,ORD000657,LIMIT,BUY,98.06,14
658,ORD000237,CANCEL,,,
659,ORD000608,CANCEL,,,
660,ORD000442,CANCEL,,,
661,ORD000661,LIMIT,BUY,98.87,13
662,ORD000662,LIMIT,SELL,100.25,91
663,ORD000656,CANCEL,,,
