after_sequence,taker_id,maker_id,price,quantity,taker_side
433,ORD000433,ORD000428,99.79,41,BUY
436,ORD000436,ORD000428,99.79,59,BUY
436,ORD000436,ORD000388,99.85,5,BUY
445,ORD000445,ORD000388,99.85,37,BUY
446,ORD000446,ORD000394,99.44,36,SELL
446,ORD000446,ORD000368,99.35,35,SELL
454,ORD000454,ORD000452,99.57,8,SELL
459,ORD000459,ORD000457,99.83,38,BUY
460,ORD000460,ORD000452,99.57,21,SELL
461,ORD000461,ORD000452,99.57,9,SELL
461,ORD000461,ORD000368,99.35,12,SELL
464,ORD000464,ORD000457,99.83,10,BUY
464,ORD000464,ORD000388,99.85,1,BUY
464,ORD000464,ORD000413,99.97,35,BUY
466,ORD000466,ORD000368,99.35,2,SELL
467,ORD000467,ORD000368,99.35,34,SELL
474,ORD000474,ORD000469,99.68,18,BUY
482,ORD000482,ORD000479,99.46,88,SELL
484,ORD000484,ORD000469,99.68,47,BUY
484,ORD000484,ORD000413,99.97,10,BUY
487,ORD000487,ORD000413,99.97,44,BUY
487,ORD000487,ORD000376,100.20,18,BUY
494,ORD000494,ORD000479,99.46,5,SELL
494,ORD000494,ORD000481,99.46,22,SELL
494,ORD000494,ORD000425,99.32,47,SELL
496,ORD000496,ORD000490,99.98,32,BUY
496,ORD000496,ORD000376,100.20,5,BUY
498,ORD000498,ORD000376,100.20,26,BUY
498,ORD000498,ORD000478,100.25,3,BUY
498,ORD000498,ORD000472,100.41,19,BUY
498,ORD000498,ORD000495,100.49,21,BUY
500,ORD000500,ORD000495,100.49,24,BUY
500,ORD000500,ORD000384,100.54,51,BUY
500,ORD000500,ORD000488,100.65,20,BUY
501,ORD000501,ORD000488,100.65,49,BUY
501,ORD000501,ORD000198,100.73,11,BUY
501,ORD000501,ORD000441,100.79,8,BUY
504,ORD000504,ORD000425,99.32,4,SELL
504,ORD000504,ORD000435,99.27,16,SELL
504,ORD000504,ORD000493,99.22,62,SELL
504,ORD000504,ORD000401,99.18,17,SELL
512,ORD000512,ORD000441,100.79,9,BUY
512,ORD000512,ORD000416,101.01,55,BUY
512,ORD000512,ORD000362,101.11,14,BUY
518,ORD000518,ORD000517,99.54,44,BUY
518,ORD000518,ORD000515,99.84,38,BUY
521,ORD000521,ORD000519,99.72,50,BUY
524,ORD000524,ORD000519,99.72,16,BUY
526,ORD000526,ORD000519,99.72,20,BUY
526,ORD000526,ORD000515,99.84,27,BUY
534,ORD000534,ORD000526,100.35,1,SELL
534,ORD000534,ORD000529,99.70,26,SELL
535,ORD000535,ORD000529,99.70,51,SELL
535,ORD000535,ORD000530,99.32,15,SELL
540,ORD000540,ORD000538,99.45,6,SELL
540,ORD000540,ORD000530,99.32,32,SELL
540,ORD000540,ORD000536,99.28,15,SELL
549,ORD000549,ORD000547,100.12,45,BUY
549,ORD000549,ORD000537,100.27,3,BUY
549,ORD000549,ORD000528,100.87,37,BUY
550,ORD000550,ORD000528,100.87,9,BUY
552,ORD000552,ORD000528,100.87,6,BUY
556,ORD000556,ORD000553,99.89,19,SELL
564,ORD000564,ORD000563,100.29,32,SELL
566,ORD000566,ORD000563,100.29,40,SELL
566,ORD000566,ORD000553,99.89,53,SELL
567,ORD000567,ORD000560,100.30,54,BUY
567,ORD000567,ORD000528,100.87,9,BUY
567,ORD000567,ORD000523,100.93,24,BUY
570,ORD000570,ORD000523,100.93,10,BUY
570,ORD000570,ORD000362,101.11,15,BUY
575,ORD000575,ORD000569,100.17,43,SELL
575,ORD000575,ORD000553,99.89,28,SELL
575,ORD000575,ORD000571,99.89,22,SELL
578,ORD000578,ORD000576,100.43,53,BUY
578,ORD000578,ORD000362,101.11,14,BUY
578,ORD000578,ORD000573,101.12,8,BUY
579,ORD000579,ORD000571,99.89,10,SELL
579,ORD000579,ORD000555,99.83,16,SELL
581,ORD000581,ORD000555,99.83,25,SELL
581,ORD000581,ORD000536,99.28,38,SELL
587,ORD000587,ORD000580,100.11,20,BUY
590,ORD000590,ORD000589,99.67,69,SELL
591,ORD000591,ORD000580,100.11,51,BUY
591,ORD000591,ORD000573,101.12,32,BUY
591,ORD000591,ORD000543,101.21,10,BUY
595,ORD000595,ORD000543,101.21,75,BUY
595,ORD000595,ORD000224,101.26,5,BUY
596,ORD000596,ORD000589,99.67,10,SELL
596,ORD000596,ORD000584,99.36,41,SELL
601,ORD000601,ORD000599,100.15,2,SELL
605,ORD000605,ORD000603,100.30,10,SELL
609,ORD000609,ORD000606,100.91,5,BUY
609,ORD000609,ORD000224,101.26,44,BUY
609,ORD000609,ORD000306,101.30,24,BUY
612,ORD000612,ORD000603,100.30,20,SELL
612,ORD000612,ORD000599,100.15,36,SELL
617,ORD000617,ORD000599,100.15,60,SELL
617,ORD000617,ORD000608,99.88,20,SELL
619,ORD000619,ORD000614,100.32,49,BUY
622,ORD000622,ORD000608,99.88,12,SELL
624,ORD000624,ORD000608,99.88,12,SELL
629,ORD000629,ORD000625,99.96,22,SELL
630,ORD000630,ORD000625,99.96,10,SELL
645,ORD000645,ORD000625,99.96,18,SELL
645,ORD000645,ORD000608,99.88,21,SELL
650,ORD000650,ORD000616,100.44,24,BUY
650,ORD000650,ORD000634,100.45,8,BUY
651,ORD000651,ORD000608,99.88,27,SELL
651,ORD000651,ORD000648,99.49,52,SELL
667,ORD000667,ORD000662,100.25,85,BUY
669,ORD000669,ORD000668,100.21,28,SELL
683,ORD000683,ORD000662,100.25,6,BUY
683,ORD000683,ORD000653,100.33,56,BUY
686,ORD000686,ORD000683,100.38,1,SELL
686,ORD000686,ORD000668,100.21,30,SELL
686,ORD000686,ORD000677,99.76,39,SELL
686,ORD000686,ORD000648,99.49,3,SELL
696,ORD000696,ORD000695,99.58,34,BUY
696,ORD000696,ORD000691,99.78,15,BUY
696,ORD000696,ORD000634,100.45,35,BUY
698,ORD000698,ORD000696,100.48,16,SELL
698,ORD000698,ORD000648,99.49,2,SELL
704,ORD000704,ORD000685,100.73,91,BUY
704,ORD000704,ORD000675,101.03,6,BUY
706,ORD000706,ORD000675,101.03,70,BUY
706,ORD000706,ORD000638,101.08,22,BUY
716,ORD000716,ORD000710,100.20,12,SELL
716,ORD000716,ORD000705,100.17,17,SELL
716,ORD000716,ORD000707,99.69,8,SELL
718,ORD000718,ORD000638,101.08,52,BUY
718,ORD000718,ORD000306,101.30,13,BUY
718,ORD000718,ORD000414,101.32,11,BUY
718,ORD000718,ORD000582,101.33,5,BUY
719,ORD000719,ORD000707,99.69,21,SELL
721,ORD000721,ORD000707,99.69,34,SELL
721,ORD000721,ORD000648,99.49,2,SELL
724,ORD000724,ORD000582,101.33,41,BUY
724,ORD000724,ORD000133,101.34,25,BUY
724,ORD000724,ORD000611,101.35,15,BUY
730,ORD000730,ORD000729,100.04,50,SELL
733,ORD000733,ORD000729,100.04,5,SELL
733,ORD000733,ORD000648,99.49,16,SELL
733,ORD000733,ORD000697,99.47,45,SELL
733,ORD000733,ORD000627,99.40,32,SELL
733,ORD000733,ORD000584,99.36,2,SELL
744,ORD000744,ORD000738,100.57,18,BUY
744,ORD000744,ORD000741,101.23,64,BUY
747,ORD000747,ORD000746,101.21,9,BUY
751,ORD000751,ORD000745,100.33,17,SELL
751,ORD000751,ORD000743,99.98,31,SELL
752,ORD000752,ORD000751,99.71,21,BUY
752,ORD000752,ORD000750,101.07,19,BUY
759,ORD000759,ORD000750,101.07,46,BUY
759,ORD000759,ORD000741,101.23,21,BUY
759,ORD000759,ORD000611,101.35,24,BUY
762,ORD000762,ORD000734,99.69,9,SELL
762,ORD000762,ORD000736,99.54,8,SELL
764,ORD000764,ORD000736,99.54,9,SELL
768,ORD000768,ORD000763,99.80,4,BUY
768,ORD000768,ORD000766,100.40,62,BUY
770,ORD000770,ORD000766,100.40,2,BUY
770,ORD000770,ORD000611,101.35,45,BUY
771,ORD000771,ORD000611,101.35,5,BUY
772,ORD000772,ORD000736,99.54,32,SELL
773,ORD000773,ORD000736,99.54,8,SELL
773,ORD000773,ORD000758,99.52,2,SELL
776,ORD000776,ORD000774,100.25,23,SELL
776,ORD000776,ORD000758,99.52,37,SELL
781,ORD000781,ORD000778,100.26,53,BUY
784,ORD000784,ORD000758,99.52,1,SELL
784,ORD000784,ORD000584,99.36,40,SELL
784,ORD000784,ORD000536,99.28,6,SELL
784,ORD000784,ORD000742,99.27,21,SELL
786,ORD000786,ORD000785,99.65,19,BUY
786,ORD000786,ORD000778,100.26,11,BUY
789,ORD000789,ORD000742,99.27,73,SELL
791,ORD000791,ORD000778,100.26,16,BUY
791,ORD000791,ORD000787,100.43,25,BUY
793,ORD000793,ORD000787,100.43,26,BUY
795,ORD000795,ORD000787,100.43,45,BUY
795,ORD000795,ORD000777,100.88,2,BUY
795,ORD000795,ORD000792,101.34,11,BUY
796,ORD000796,ORD000742,99.27,2,SELL
796,ORD000796,ORD000631,99.24,44,SELL
799,ORD000799,ORD000792,101.34,30,BUY
799,ORD000799,ORD000693,101.39,12,BUY
804,ORD000804,ORD000693,101.39,14,BUY
805,ORD000805,ORD000693,101.39,8,BUY
806,ORD000806,ORD000693,101.39,52,BUY
810,ORD000810,ORD000693,101.39,12,BUY
810,ORD000810,ORD000439,101.42,31,BUY
815,ORD000815,ORD000631,99.24,20,SELL
819,ORD000819,ORD000631,99.24,15,SELL
819,ORD000819,ORD000681,99.22,18,SELL
819,ORD000819,ORD000717,99.21,35,SELL
823,ORD000823,ORD000813,100.46,55,BUY
823,ORD000823,ORD000822,100.91,22,BUY
831,ORD000831,ORD000828,100.37,74,SELL
831,ORD000831,ORD000821,99.95,16,SELL
842,ORD000842,ORD000838,100.12,47,SELL
842,ORD000842,ORD000836,100.11,25,SELL
843,ORD000843,ORD000836,100.11,17,SELL
843,ORD000843,ORD000821,99.95,30,SELL
843,ORD000843,ORD000717,99.21,9,SELL
843,ORD000843,ORD000825,99.18,20,SELL
852,ORD000852,ORD000851,100.41,32,SELL
853,ORD000853,ORD000851,100.41,14,SELL
855,ORD000855,ORD000851,100.41,45,SELL
857,ORD000857,ORD000855,100.38,4,BUY
857,ORD000857,ORD000822,100.91,6,BUY
858,ORD000858,ORD000822,100.91,14,BUY
858,ORD000858,ORD000839,101.16,27,BUY
864,ORD000864,ORD000862,100.58,27,BUY
866,ORD000866,ORD000854,99.83,13,SELL
868,ORD000868,ORD000854,99.83,9,SELL
868,ORD000868,ORD000861,99.37,12,SELL
868,ORD000868,ORD000825,99.18,26,SELL
871,ORD000871,ORD000797,99.16,4,SELL
875,ORD000875,ORD000797,99.16,12,SELL
875,ORD000875,ORD000641,99.15,58,SELL
879,ORD000879,ORD000876,100.42,45,BUY
885,ORD000885,ORD000876,100.42,13,BUY
885,ORD000885,ORD000862,100.58,57,BUY
885,ORD000885,ORD000880,100.97,27,BUY
888,ORD000888,ORD000886,100.02,17,SELL
888,ORD000888,ORD000878,99.41,20,SELL
888,ORD000888,ORD000641,99.15,33,SELL
888,ORD000888,ORD000756,99.09,11,SELL
891,ORD000891,ORD000880,100.97,44,BUY
891,ORD000891,ORD000839,101.16,28,BUY
893,ORD000893,ORD000841,99.09,20,SELL
897,ORD000897,ORD000895,99.41,13,SELL
897,ORD000897,ORD000841,99.09,23,SELL
898,ORD000898,ORD000841,99.09,39,SELL
898,ORD000898,ORD000558,99.07,4,SELL
899,ORD000899,ORD000896,100.16,48,BUY
901,ORD000901,ORD000558,99.07,60,SELL
901,ORD000901,ORD000680,99.06,3,SELL
904,ORD000904,ORD000896,100.16,28,BUY
906,ORD000906,ORD000896,100.16,8,BUY
906,ORD000906,ORD000903,100.30,83,BUY
919,ORD000919,ORD000903,100.30,11,BUY
919,ORD000919,ORD000911,100.66,51,BUY
919,ORD000919,ORD000892,100.80,2,BUY
919,ORD000919,ORD000839,101.16,14,BUY
922,ORD000922,ORD000916,99.95,28,SELL
932,ORD000932,ORD000922,99.52,57,BUY
934,ORD000934,ORD000930,100.51,61,BUY
940,ORD000940,ORD000936,100.25,82,SELL
944,ORD000944,ORD000936,100.25,2,SELL
944,ORD000944,ORD000932,99.60,4,SELL
944,ORD000944,ORD000907,99.31,73,SELL
944,ORD000944,ORD000913,99.19,13,SELL
954,ORD000954,ORD000930,100.51,34,BUY
954,ORD000954,ORD000942,100.53,11,BUY
961,ORD000961,ORD000959,99.97,3,BUY
962,ORD000962,ORD000959,99.97,49,BUY
962,ORD000962,ORD000942,100.53,9,BUY
962,ORD000962,ORD000921,100.65,28,BUY
962,ORD000962,ORD000950,100.69,1,BUY
962,ORD000962,ORD000939,100.96,5,BUY
965,ORD000965,ORD000939,100.96,15,BUY
966,ORD000966,ORD000948,99.91,12,SELL
966,ORD000966,ORD000952,99.89,21,SELL
967,ORD000967,ORD000939,100.96,40,BUY
967,ORD000967,ORD000923,100.98,37,BUY
967,ORD000967,ORD000839,101.16,7,BUY
967,ORD000967,ORD000928,101.20,4,BUY
968,ORD000968,ORD000952,99.89,47,SELL
972,ORD000972,ORD000968,99.75,20,BUY
973,ORD000973,ORD000972,100.08,6,SELL
976,ORD000976,ORD000963,99.60,12,SELL
982,ORD000982,ORD000978,100.24,60,BUY
984,ORD000984,ORD000982,100.24,20,SELL
984,ORD000984,ORD000981,100.23,2,SELL
984,ORD000984,ORD000963,99.60,30,SELL
985,ORD000985,ORD000963,99.60,50,SELL
988,ORD000988,ORD000986,101.12,22,BUY
988,ORD000988,ORD000980,101.19,54,BUY
989,ORD000989,ORD000963,99.60,7,SELL
989,ORD000989,ORD000970,99.54,37,SELL
989,ORD000989,ORD000955,99.47,5,SELL
992,ORD000992,ORD000980,101.19,1,BUY
992,ORD000992,ORD000928,101.20,40,BUY
996,ORD000996,ORD000990,100.20,72,SELL
997,ORD000997,ORD000928,101.20,21,BUY
999,ORD000999,ORD000990,100.20,22,SELL
999,ORD000999,ORD000995,99.82,14,SELL
1002,ORD001002,ORD000995,99.82,48,SELL
1002,ORD001002,ORD000994,99.67,16,SELL
1007,ORD001007,ORD001003,99.86,3,SELL
1007,ORD001007,ORD000994,99.67,26,SELL
1010,ORD001010,ORD001009,99.79,38,BUY
1011,ORD001011,ORD000994,99.67,2,SELL
1012,ORD001012,ORD000955,99.47,17,SELL
1012,ORD001012,ORD000991,99.22,53,SELL
1012,ORD001012,ORD000974,99.20,9,SELL
1014,ORD001014,ORD000974,99.20,22,SELL
1014,ORD001014,ORD000874,98.99,3,SELL
1022,ORD001022,ORD001011,99.61,20,BUY
1022,ORD001022,ORD001009,99.79,24,BUY
1025,ORD001025,ORD001009,99.79,36,BUY
1025,ORD001025,ORD001023,99.85,44,BUY
1032,ORD001032,ORD001027,99.74,8,SELL
1033,ORD001033,ORD001027,99.74,34,SELL
1033,ORD001033,ORD001016,99.13,36,SELL
1036,ORD001036,ORD001016,99.13,49,SELL
1036,ORD001036,ORD000874,98.99,41,SELL
1039,ORD001039,ORD001026,99.83,33,BUY
1044,ORD001044,ORD001026,99.83,23,BUY
1047,ORD001047,ORD001045,99.07,60,SELL
1048,ORD001048,ORD001026,99.83,35,BUY
1048,ORD001048,ORD001023,99.85,7,BUY
1051,ORD001051,ORD001023,99.85,21,BUY
1052,ORD001052,ORD001045,99.07,12,SELL
1052,ORD001052,ORD000874,98.99,17,SELL
1072,ORD001072,ORD001023,99.85,6,BUY
1072,ORD001072,ORD001063,100.01,82,BUY
1073,ORD001073,ORD001063,100.01,8,BUY
1073,ORD001073,ORD001001,100.09,49,BUY
1076,ORD001076,ORD001056,99.71,42,SELL
1076,ORD001076,ORD001069,99.60,30,SELL
1079,ORD001079,ORD001075,99.86,87,BUY
1082,ORD001082,ORD001079,99.87,6,SELL
1082,ORD001082,ORD001069,99.60,18,SELL
1083,ORD001083,ORD001001,100.09,10,BUY
1083,ORD001083,ORD001053,100.23,61,BUY
1084,ORD001084,ORD001053,100.23,9,BUY
1087,ORD001087,ORD001053,100.23,9,BUY
1090,ORD001090,ORD001053,100.23,18,BUY
1090,ORD001090,ORD001088,100.32,14,BUY
1091,ORD001091,ORD001069,99.60,32,SELL
1091,ORD001091,ORD001057,99.35,15,SELL
1097,ORD001097,ORD001096,100.23,5,SELL
1098,ORD001098,ORD001096,100.23,51,SELL
1100,ORD001100,ORD001096,100.23,9,SELL
1100,ORD001100,ORD001057,99.35,22,SELL
1100,ORD001100,ORD000874,98.99,2,SELL
1100,ORD001100,ORD001089,98.91,32,SELL
1115,ORD001115,ORD001101,99.53,21,BUY
1122,ORD001122,ORD001101,99.53,10,BUY
1122,ORD001122,ORD001108,99.60,24,BUY
1125,ORD001125,ORD001107,99.29,47,SELL
1125,ORD001125,ORD001104,99.21,6,SELL
1132,ORD001132,ORD001108,99.60,60,BUY
1132,ORD001132,ORD001124,100.04,25,BUY
1135,ORD001135,ORD001134,99.94,68,SELL
1140,ORD001140,ORD001124,100.04,53,BUY
1140,ORD001140,ORD001109,100.16,43,BUY
1142,ORD001142,ORD001134,99.94,16,SELL
1143,ORD001143,ORD001126,99.28,22,SELL
1143,ORD001143,ORD001104,99.21,40,SELL
1143,ORD001143,ORD001116,99.04,7,SELL
1146,ORD001146,ORD001116,99.04,36,SELL
1146,ORD001146,ORD001111,98.94,4,SELL
1149,ORD001149,ORD001142,99.77,39,BUY
1149,ORD001149,ORD001109,100.16,27,BUY
1157,ORD001157,ORD001088,100.32,71,BUY
1157,ORD001157,ORD001086,100.39,14,BUY
1158,ORD001158,ORD001156,100.05,77,SELL
1174,ORD001174,ORD001156,100.05,5,SELL
1174,ORD001174,ORD001161,99.95,29,SELL
1176,ORD001176,ORD001161,99.95,17,SELL
1176,ORD001176,ORD001163,99.82,6,SELL
1177,ORD001177,ORD001163,99.82,66,SELL
1177,ORD001177,ORD001159,99.69,8,SELL
1182,ORD001182,ORD001159,99.69,14,SELL
1186,ORD001186,ORD001159,99.69,25,SELL
1186,ORD001186,ORD001151,99.59,12,SELL
1186,ORD001186,ORD001165,99.01,1,SELL
1186,ORD001186,ORD001111,98.94,25,SELL
1186,ORD001186,ORD001141,98.94,27,SELL
1186,ORD001186,ORD001089,98.91,8,SELL
1191,ORD001191,ORD001185,100.29,27,BUY
1199,ORD001199,ORD001198,99.80,31,SELL
1199,ORD001199,ORD001192,99.53,34,SELL
1199,ORD001199,ORD001189,98.98,30,SELL
1213,ORD001213,ORD001203,100.25,44,BUY
1218,ORD001218,ORD001203,100.25,28,BUY
1218,ORD001218,ORD001185,100.29,23,BUY
1220,ORD001220,ORD001204,99.73,8,SELL
1220,ORD001220,ORD001208,99.62,43,SELL
1221,ORD001221,ORD001185,100.29,24,BUY
1221,ORD001221,ORD001086,100.39,56,BUY
1224,ORD001224,ORD001223,100.12,22,BUY
1227,ORD001227,ORD001208,99.62,26,SELL
1227,ORD001227,ORD001189,98.98,58,SELL
1227,ORD001227,ORD001089,98.91,1,SELL
1227,ORD001227,ORD001206,98.84,5,SELL
1233,ORD001233,ORD001231,99.90,18,SELL
1233,ORD001233,ORD001206,98.84,42,SELL
1233,ORD001233,ORD000516,98.83,39,SELL
1237,ORD001237,ORD000516,98.83,11,SELL
1239,ORD001239,ORD001238,100.00,79,SELL
1239,ORD001239,ORD000516,98.83,17,SELL
1242,ORD001242,ORD000516,98.83,27,SELL
1242,ORD001242,ORD001065,98.83,12,SELL
1242,ORD001242,ORD000620,98.79,14,SELL
1242,ORD001242,ORD000917,98.67,27,SELL
1243,ORD001243,ORD000917,98.67,7,SELL
1244,ORD001244,ORD001223,100.12,14,BUY
1246,ORD001246,ORD001223,100.12,1,BUY
1246,ORD001246,ORD001086,100.39,16,BUY
1246,ORD001246,ORD001110,100.41,3,BUY
1253,ORD001253,ORD001110,100.41,81,BUY
1253,ORD001253,ORD001136,100.45,18,BUY
1265,ORD001265,ORD001258,100.25,30,BUY
1268,ORD001268,ORD001258,100.25,6,BUY
1272,ORD001272,ORD001271,100.19,20,BUY
1278,ORD001278,ORD001249,100.11,19,SELL
1278,ORD001278,ORD001255,99.93,48,SELL
1289,ORD001289,ORD001271,100.19,30,BUY
1290,ORD001290,ORD001271,100.19,27,BUY
1290,ORD001290,ORD001258,100.25,11,BUY
1290,ORD001290,ORD001136,100.45,47,BUY
1301,ORD001301,ORD001136,100.45,11,BUY
1305,ORD001305,ORD001215,100.49,57,BUY
1305,ORD001305,ORD001196,100.50,2,BUY
1306,ORD001306,ORD001196,100.50,56,BUY
1306,ORD001306,ORD001207,100.53,19,BUY
1309,ORD001309,ORD001301,100.48,28,SELL
1309,ORD001309,ORD001255,99.93,19,SELL
1311,ORD001311,ORD001256,99.70,8,SELL
