after_sequence,taker_id,maker_id,price,quantity,taker_side
82,ORD000082,ORD000066,98.39,5,SELL
82,ORD000082,ORD000021,98.38,21,SELL
82,ORD000082,ORD000020,98.35,21,SELL
84,ORD000084,ORD000020,98.35,43,SELL
84,ORD000084,ORD000027,98.27,34,SELL
85,ORD000085,ORD000027,98.27,47,SELL
85,ORD000085,ORD000047,98.19,19,SELL
86,ORD000086,ORD000083,99.79,34,BUY
86,ORD000086,ORD000075,101.37,8,BUY
86,ORD000086,ORD000077,101.66,32,BUY
86,ORD000086,ORD000064,101.97,17,BUY
87,ORD000087,ORD000064,101.97,9,BUY
92,ORD000092,ORD000091,98.75,56,SELL
93,ORD000093,ORD000091,98.75,15,SELL
93,ORD000093,ORD000047,98.19,42,SELL
95,ORD000095,ORD000090,99.98,85,BUY
96,ORD000096,ORD000047,98.19,10,SELL
96,ORD000096,ORD000055,98.17,9,SELL
96,ORD000096,ORD000002,98.08,12,SELL
96,ORD000096,ORD000076,98.06,66,SELL
97,ORD000097,ORD000076,98.06,26,SELL
98,ORD000098,ORD000090,99.98,1,BUY
98,ORD000098,ORD000088,101.16,16,BUY
98,ORD000098,ORD000089,101.17,42,BUY
98,ORD000098,ORD000094,101.90,2,BUY
99,ORD000099,ORD000094,101.90,81,BUY
100,ORD000100,ORD000076,98.06,3,SELL
102,ORD000102,ORD000094,101.90,12,BUY
102,ORD000102,ORD000064,101.97,58,BUY
108,ORD000108,ORD000105,101.30,10,BUY
109,ORD000109,ORD000105,101.30,41,BUY
110,ORD000110,ORD000105,101.30,14,BUY
110,ORD000110,ORD000106,101.36,16,BUY
112,ORD000112,ORD000103,100.29,16,SELL
112,ORD000112,ORD000101,100.15,11,SELL
115,ORD000115,ORD000101,100.15,3,SELL
115,ORD000115,ORD000107,98.69,43,SELL
117,ORD000117,ORD000113,100.96,35,BUY
118,ORD000118,ORD000113,100.96,55,BUY
118,ORD000118,ORD000116,101.88,31,BUY
122,ORD000122,ORD000120,99.48,34,SELL
123,ORD000123,ORD000119,101.60,17,BUY
123,ORD000123,ORD000116,101.88,23,BUY
123,ORD000123,ORD000104,101.97,4,BUY
124,ORD000124,ORD000120,99.48,51,SELL
124,ORD000124,ORD000107,98.69,3,SELL
125,ORD000125,ORD000104,101.97,73,BUY
126,ORD000126,ORD000107,98.69,9,SELL
132,ORD000132,ORD000130,100.41,92,SELL
135,ORD000135,ORD000127,100.37,26,SELL
140,ORD000140,ORD000135,99.67,57,BUY
140,ORD000140,ORD000136,99.76,1,BUY
143,ORD000143,ORD000136,99.76,34,BUY
145,ORD000145,ORD000134,99.41,6,SELL
145,ORD000145,ORD000107,98.69,45,SELL
145,ORD000145,ORD000131,98.27,4,SELL
145,ORD000145,ORD000111,98.16,43,SELL
147,ORD000147,ORD000136,99.76,12,BUY
147,ORD000147,ORD000137,100.59,20,BUY
148,ORD000148,ORD000111,98.16,10,SELL
154,ORD000154,ORD000137,100.59,74,BUY
154,ORD000154,ORD000146,100.73,3,BUY
154,ORD000154,ORD000144,100.79,14,BUY
155,ORD000155,ORD000151,100.38,7,SELL
157,ORD000157,ORD000151,100.38,57,SELL
158,ORD000158,ORD000144,100.79,11,BUY
158,ORD000158,ORD000139,100.98,42,BUY
158,ORD000158,ORD000141,101.17,9,BUY
159,ORD000159,ORD000141,101.17,10,BUY
160,ORD000160,ORD000141,101.17,25,BUY
160,ORD000160,ORD000153,101.58,38,BUY
160,ORD000160,ORD000138,101.80,10,BUY
163,ORD000163,ORD000151,100.38,25,SELL
163,ORD000163,ORD000156,99.88,14,SELL
163,ORD000163,ORD000162,98.95,41,SELL
165,ORD000165,ORD000138,101.80,23,BUY
166,ORD000166,ORD000138,101.80,58,BUY
167,ORD000167,ORD000162,98.95,16,SELL
167,ORD000167,ORD000152,98.69,14,SELL
170,ORD000170,ORD000168,100.64,70,BUY
174,ORD000174,ORD000171,100.07,10,SELL
174,ORD000174,ORD000152,98.69,62,SELL
174,ORD000174,ORD000164,98.52,5,SELL
176,ORD000176,ORD000164,98.52,23,SELL
176,ORD000176,ORD000161,98.30,7,SELL
178,ORD000178,ORD000168,100.64,18,BUY
178,ORD000178,ORD000169,101.06,66,BUY
179,ORD000179,ORD000177,99.68,35,SELL
179,ORD000179,ORD000161,98.30,40,SELL
183,ORD000183,ORD000181,98.82,89,SELL
183,ORD000183,ORD000161,98.30,10,SELL
186,ORD000186,ORD000180,100.68,17,BUY
189,ORD000189,ORD000180,100.68,15,BUY
191,ORD000191,ORD000184,99.36,53,SELL
191,ORD000191,ORD000188,98.78,2,SELL
191,ORD000191,ORD000190,98.38,7,SELL
192,ORD000192,ORD000180,100.68,19,BUY
196,ORD000196,ORD000193,98.69,42,SELL
199,ORD000199,ORD000194,100.21,5,BUY
201,ORD000201,ORD000193,98.69,12,SELL
201,ORD000201,ORD000197,98.58,7,SELL
202,ORD000202,ORD000194,100.21,34,BUY
207,ORD000207,ORD000195,100.62,62,BUY
207,ORD000207,ORD000180,100.68,2,BUY
207,ORD000207,ORD000187,100.71,4,BUY
207,ORD000207,ORD000185,100.75,21,BUY
208,ORD000208,ORD000185,100.75,8,BUY
209,ORD000209,ORD000206,99.08,13,SELL
209,ORD000209,ORD000205,98.59,19,SELL
210,ORD000210,ORD000185,100.75,11,BUY
216,ORD000216,ORD000205,98.59,50,SELL
217,ORD000217,ORD000214,99.89,57,BUY
217,ORD000217,ORD000215,100.56,17,BUY
221,ORD000221,ORD000219,99.71,25,SELL
222,ORD000222,ORD000218,100.24,83,BUY
225,ORD000225,ORD000219,99.71,17,SELL
230,ORD000230,ORD000219,99.71,54,SELL
230,ORD000230,ORD000197,98.58,15,SELL
232,ORD000232,ORD000197,98.58,30,SELL
242,ORD000242,ORD000235,98.76,16,SELL
243,ORD000243,ORD000235,98.76,28,SELL
244,ORD000244,ORD000224,99.73,38,BUY
244,ORD000244,ORD000228,99.85,5,BUY
247,ORD000247,ORD000228,99.85,19,BUY
253,ORD000253,ORD000248,99.77,4,BUY
253,ORD000253,ORD000252,99.77,65,BUY
253,ORD000253,ORD000228,99.85,5,BUY
253,ORD000253,ORD000233,100.05,9,BUY
253,ORD000253,ORD000249,100.09,2,BUY
256,ORD000256,ORD000254,99.58,19,BUY
258,ORD000258,ORD000235,98.76,20,SELL
258,ORD000258,ORD000197,98.58,48,SELL
258,ORD000258,ORD000246,98.58,10,SELL
259,ORD000259,ORD000254,99.58,43,BUY
260,ORD000260,ORD000249,100.09,30,BUY
261,ORD000261,ORD000259,99.63,56,SELL
261,ORD000261,ORD000246,98.58,38,SELL
262,ORD000262,ORD000246,98.58,33,SELL
264,ORD000264,ORD000249,100.09,10,BUY
264,ORD000264,ORD000218,100.24,2,BUY
264,ORD000264,ORD000227,100.24,44,BUY
264,ORD000264,ORD000234,100.26,40,BUY
266,ORD000266,ORD000234,100.26,13,BUY
266,ORD000266,ORD000215,100.56,16,BUY
266,ORD000266,ORD000212,100.65,57,BUY
268,ORD000268,ORD000265,99.47,65,SELL
269,ORD000269,ORD000265,99.47,7,SELL
269,ORD000269,ORD000263,99.19,7,SELL
270,ORD000270,ORD000263,99.19,5,SELL
270,ORD000270,ORD000246,98.58,19,SELL
270,ORD000270,ORD000245,98.51,12,SELL
273,ORD000273,ORD000212,100.65,29,BUY
273,ORD000273,ORD000255,100.73,57,BUY
273,ORD000273,ORD000185,100.75,12,BUY
274,ORD000274,ORD000272,99.64,24,SELL
275,ORD000275,ORD000272,99.64,65,SELL
275,ORD000275,ORD000245,98.51,30,SELL
276,ORD000276,ORD000185,100.75,5,BUY
276,ORD000276,ORD000182,100.88,59,BUY
276,ORD000276,ORD000257,100.96,4,BUY
277,ORD000277,ORD000245,98.51,21,SELL
279,ORD000279,ORD000278,100.92,11,BUY
279,ORD000279,ORD000257,100.96,69,BUY
281,ORD000281,ORD000245,98.51,35,SELL
281,ORD000281,ORD000190,98.38,22,SELL
284,ORD000284,ORD000283,100.27,29,BUY
284,ORD000284,ORD000257,100.96,10,BUY
288,ORD000288,ORD000285,98.72,16,SELL
288,ORD000288,ORD000190,98.38,63,SELL
288,ORD000288,ORD000236,98.34,16,SELL
291,ORD000291,ORD000290,99.44,52,SELL
294,ORD000294,ORD000287,100.08,72,BUY
294,ORD000294,ORD000257,100.96,4,BUY
295,ORD000295,ORD000257,100.96,5,BUY
295,ORD000295,ORD000169,101.06,19,BUY
295,ORD000295,ORD000204,101.07,16,BUY
296,ORD000296,ORD000204,101.07,22,BUY
298,ORD000298,ORD000204,101.07,19,BUY
300,ORD000300,ORD000299,99.90,73,SELL
303,ORD000303,ORD000299,99.90,11,SELL
303,ORD000303,ORD000290,99.44,22,SELL
303,ORD000303,ORD000297,98.48,6,SELL
304,ORD000304,ORD000204,101.07,10,BUY
305,ORD000305,ORD000297,98.48,48,SELL
307,ORD000307,ORD000306,100.44,12,SELL
307,ORD000307,ORD000297,98.48,46,SELL
307,ORD000307,ORD000236,98.34,13,SELL
308,ORD000308,ORD000204,101.07,31,BUY
308,ORD000308,ORD000302,101.07,20,BUY
308,ORD000308,ORD000231,101.18,23,BUY
311,ORD000311,ORD000310,99.71,68,BUY
312,ORD000312,ORD000310,99.71,15,BUY
312,ORD000312,ORD000309,100.75,8,BUY
312,ORD000312,ORD000231,101.18,14,BUY
314,ORD000314,ORD000313,99.63,72,BUY
315,ORD000315,ORD000236,98.34,30,SELL
315,ORD000315,ORD000161,98.30,41,SELL
315,ORD000315,ORD000282,98.28,14,SELL
316,ORD000316,ORD000313,99.63,9,BUY
316,ORD000316,ORD000231,101.18,38,BUY
316,ORD000316,ORD000173,101.25,28,BUY
317,ORD000317,ORD000282,98.28,42,SELL
322,ORD000322,ORD000319,101.11,43,BUY
322,ORD000322,ORD000173,101.25,7,BUY
322,ORD000322,ORD000198,101.26,49,BUY
326,ORD000326,ORD000325,100.19,24,SELL
329,ORD000329,ORD000325,100.19,31,SELL
330,ORD000330,ORD000325,100.19,25,SELL
331,ORD000331,ORD000328,99.53,37,SELL
333,ORD000333,ORD000328,99.53,60,SELL
333,ORD000333,ORD000324,99.35,2,SELL
335,ORD000335,ORD000330,99.99,62,BUY
335,ORD000335,ORD000267,101.30,4,BUY
336,ORD000336,ORD000324,99.35,29,SELL
338,ORD000338,ORD000337,100.54,11,BUY
339,ORD000339,ORD000337,100.54,13,BUY
343,ORD000343,ORD000324,99.35,37,SELL
344,ORD000344,ORD000340,99.84,37,BUY
344,ORD000344,ORD000341,99.85,17,BUY
345,ORD000345,ORD000324,99.35,27,SELL
345,ORD000345,ORD000334,99.29,16,SELL
345,ORD000345,ORD000320,99.06,21,SELL
347,ORD000347,ORD000346,99.44,46,SELL
348,ORD000348,ORD000346,99.44,46,SELL
348,ORD000348,ORD000320,99.06,26,SELL
348,ORD000348,ORD000323,98.39,14,SELL
349,ORD000349,ORD000323,98.39,24,SELL
349,ORD000349,ORD000327,98.11,44,SELL
350,ORD000350,ORD000341,99.85,61,BUY
356,ORD000356,ORD000341,99.85,5,BUY
357,ORD000357,ORD000341,99.85,8,BUY
362,ORD000362,ORD000352,100.39,9,BUY
362,ORD000362,ORD000337,100.54,27,BUY
362,ORD000362,ORD000355,100.70,24,BUY
362,ORD000362,ORD000358,100.86,4,BUY
365,ORD000365,ORD000357,100.21,33,SELL
365,ORD000365,ORD000353,99.84,43,SELL
365,ORD000365,ORD000360,98.83,2,SELL
368,ORD000368,ORD000367,100.59,82,BUY
370,ORD000370,ORD000366,98.88,6,SELL
370,ORD000370,ORD000360,98.83,3,SELL
371,ORD000371,ORD000360,98.83,11,SELL
371,ORD000371,ORD000364,98.80,11,SELL
371,ORD000371,ORD000369,98.36,51,SELL
373,ORD000373,ORD000369,98.36,27,SELL
373,ORD000373,ORD000327,98.11,3,SELL
373,ORD000373,ORD000342,98.05,28,SELL
375,ORD000375,ORD000358,100.86,24,BUY
377,ORD000377,ORD000374,99.00,79,SELL
378,ORD000378,ORD000374,99.00,5,SELL
380,ORD000380,ORD000376,99.79,41,BUY
383,ORD000383,ORD000376,99.79,59,BUY
383,ORD000383,ORD000358,100.86,5,BUY
386,ORD000386,ORD000385,100.88,79,BUY
386,ORD000386,ORD000267,101.30,13,BUY
390,ORD000390,ORD000388,100.62,8,BUY
391,ORD000391,ORD000388,100.62,21,BUY
392,ORD000392,ORD000388,100.62,59,BUY
392,ORD000392,ORD000267,101.30,8,BUY
393,ORD000393,ORD000267,101.30,12,BUY
393,ORD000393,ORD000237,101.32,54,BUY
393,ORD000393,ORD000363,101.32,11,BUY
393,ORD000393,ORD000251,101.36,5,BUY
394,ORD000394,ORD000389,99.95,39,SELL
398,ORD000398,ORD000396,100.91,4,BUY
398,ORD000398,ORD000251,101.36,56,BUY
398,ORD000398,ORD000361,101.36,21,BUY
399,ORD000399,ORD000389,99.95,43,SELL
399,ORD000399,ORD000382,99.27,16,SELL
399,ORD000399,ORD000381,98.73,29,SELL
400,ORD000400,ORD000381,98.73,8,SELL
401,ORD000401,ORD000381,98.73,2,SELL
401,ORD000401,ORD000395,98.42,25,SELL
402,ORD000402,ORD000361,101.36,29,BUY
402,ORD000402,ORD000397,101.42,54,BUY
402,ORD000402,ORD000229,101.51,9,BUY
404,ORD000404,ORD000403,99.83,48,BUY
404,ORD000404,ORD000229,101.51,12,BUY
405,ORD000405,ORD000395,98.42,13,SELL
407,ORD000407,ORD000395,98.42,21,SELL
408,ORD000408,ORD000395,98.42,16,SELL
410,ORD000410,ORD000409,99.26,31,SELL
414,ORD000414,ORD000406,100.55,21,BUY
414,ORD000414,ORD000229,101.51,16,BUY
416,ORD000416,ORD000415,100.20,13,BUY
426,ORD000426,ORD000423,99.46,88,SELL
427,ORD000427,ORD000418,99.61,18,BUY
427,ORD000427,ORD000419,99.87,39,BUY
428,ORD000428,ORD000419,99.87,27,BUY
430,ORD000430,ORD000415,100.20,62,BUY
434,ORD000434,ORD000423,99.46,5,SELL
434,ORD000434,ORD000425,99.46,22,SELL
434,ORD000434,ORD000424,98.66,12,SELL
436,ORD000436,ORD000435,99.22,62,SELL
436,ORD000436,ORD000424,98.66,12,SELL
438,ORD000438,ORD000433,99.98,32,BUY
438,ORD000438,ORD000415,100.20,5,BUY
439,ORD000439,ORD000417,100.41,19,BUY
439,ORD000439,ORD000437,100.49,38,BUY
440,ORD000440,ORD000424,98.66,60,SELL
442,ORD000442,ORD000437,100.49,7,BUY
442,ORD000442,ORD000431,100.65,69,BUY
442,ORD000442,ORD000421,100.77,10,BUY
444,ORD000444,ORD000443,98.13,53,SELL
445,ORD000445,ORD000421,100.77,56,BUY
445,ORD000445,ORD000429,101.34,5,BUY
451,ORD000451,ORD000449,98.99,64,SELL
451,ORD000451,ORD000446,98.72,19,SELL
455,ORD000455,ORD000450,99.52,73,BUY
455,ORD000455,ORD000454,99.54,9,BUY
457,ORD000457,ORD000454,99.54,32,BUY
461,ORD000461,ORD000453,98.83,52,SELL
463,ORD000463,ORD000454,99.54,3,BUY
463,ORD000463,ORD000456,99.72,15,BUY
467,ORD000467,ORD000456,99.72,71,BUY
469,ORD000469,ORD000466,99.32,27,SELL
470,ORD000470,ORD000466,99.32,20,SELL
470,ORD000470,ORD000453,98.83,42,SELL
470,ORD000470,ORD000446,98.72,4,SELL
471,ORD000471,ORD000452,99.84,65,BUY
471,ORD000471,ORD000459,100.25,1,BUY
473,ORD000473,ORD000472,99.68,1,SELL
474,ORD000474,ORD000459,100.25,45,BUY
477,ORD000477,ORD000459,100.25,47,BUY
482,ORD000482,ORD000477,100.45,36,SELL
485,ORD000485,ORD000482,100.12,9,BUY
486,ORD000486,ORD000478,100.46,49,BUY
486,ORD000486,ORD000464,101.01,38,BUY
487,ORD000487,ORD000464,101.01,6,BUY
489,ORD000489,ORD000488,99.89,94,SELL
490,ORD000490,ORD000488,99.89,6,SELL
490,ORD000490,ORD000483,99.81,13,SELL
491,ORD000491,ORD000464,101.01,10,BUY
491,ORD000491,ORD000462,101.10,26,BUY
495,ORD000495,ORD000483,99.81,2,SELL
495,ORD000495,ORD000472,99.68,39,SELL
495,ORD000495,ORD000481,99.16,56,SELL
498,ORD000498,ORD000494,100.30,33,BUY
500,ORD000500,ORD000494,100.30,21,BUY
500,ORD000500,ORD000497,100.91,28,BUY
502,ORD000502,ORD000497,100.91,26,BUY
502,ORD000502,ORD000462,101.10,12,BUY
502,ORD000502,ORD000460,101.23,5,BUY
503,ORD000503,ORD000460,101.23,3,BUY
503,ORD000503,ORD000480,101.32,22,BUY
505,ORD000505,ORD000480,101.32,7,BUY
505,ORD000505,ORD000429,101.34,3,BUY
505,ORD000505,ORD000465,101.50,21,BUY
506,ORD000506,ORD000499,100.12,12,SELL
506,ORD000506,ORD000504,99.89,32,SELL
506,ORD000506,ORD000481,99.16,25,SELL
507,ORD000507,ORD000481,99.16,12,SELL
507,ORD000507,ORD000492,99.07,54,SELL
508,ORD000508,ORD000492,99.07,10,SELL
508,ORD000508,ORD000479,98.87,23,SELL
508,ORD000508,ORD000496,98.75,60,SELL
511,ORD000511,ORD000509,100.43,53,BUY
511,ORD000511,ORD000465,101.50,7,BUY
511,ORD000511,ORD000229,101.51,10,BUY
511,ORD000511,ORD000354,101.53,1,BUY
512,ORD000512,ORD000446,98.72,14,SELL
512,ORD000512,ORD000447,98.58,12,SELL
514,ORD000514,ORD000447,98.58,63,SELL
515,ORD000515,ORD000447,98.58,20,SELL
515,ORD000515,ORD000501,98.47,74,SELL
516,ORD000516,ORD000513,100.11,70,BUY
519,ORD000519,ORD000513,100.11,1,BUY
519,ORD000519,ORD000354,101.53,22,BUY
519,ORD000519,ORD000332,101.54,42,BUY
521,ORD000521,ORD000517,100.10,10,SELL
521,ORD000521,ORD000520,99.67,59,SELL
522,ORD000522,ORD000332,101.54,36,BUY
522,ORD000522,ORD000172,101.56,37,BUY
522,ORD000522,ORD000387,101.56,10,BUY
522,ORD000522,ORD000203,101.63,10,BUY
523,ORD000523,ORD000520,99.67,20,SELL
523,ORD000523,ORD000518,99.03,70,SELL
524,ORD000524,ORD000203,101.63,13,BUY
525,ORD000525,ORD000203,101.63,64,BUY
525,ORD000525,ORD000240,101.64,4,BUY
526,ORD000526,ORD000518,99.03,11,SELL
526,ORD000526,ORD000501,98.47,24,SELL
526,ORD000526,ORD000448,98.44,16,SELL
527,ORD000527,ORD000448,98.44,7,SELL
527,ORD000527,ORD000468,98.37,25,SELL
528,ORD000528,ORD000240,101.64,9,BUY
528,ORD000528,ORD000432,101.67,2,BUY
529,ORD000529,ORD000432,101.67,49,BUY
530,ORD000530,ORD000468,98.37,2,SELL
531,ORD000531,ORD000432,101.67,37,BUY
531,ORD000531,ORD000200,101.69,19,BUY
533,ORD000533,ORD000532,101.64,13,BUY
533,ORD000533,ORD000200,101.69,38,BUY
533,ORD000533,ORD000301,101.71,38,BUY
534,ORD000534,ORD000468,98.37,10,SELL
536,ORD000536,ORD000468,98.37,5,SELL
536,ORD000536,ORD000475,98.17,22,SELL
540,ORD000540,ORD000539,99.72,11,SELL
540,ORD000540,ORD000475,98.17,39,SELL
541,ORD000541,ORD000537,100.25,73,BUY
541,ORD000541,ORD000538,100.85,26,BUY
548,ORD000548,ORD000547,98.79,14,SELL
548,ORD000548,ORD000546,98.21,20,SELL
549,ORD000549,ORD000542,100.32,56,BUY
555,ORD000555,ORD000551,99.96,22,SELL
556,ORD000556,ORD000551,99.96,10,SELL
558,ORD000558,ORD000542,100.32,1,BUY
563,ORD000563,ORD000562,100.23,36,BUY
564,ORD000564,ORD000551,99.96,18,SELL
564,ORD000564,ORD000553,99.40,32,SELL
564,ORD000564,ORD000557,99.24,23,SELL
566,ORD000566,ORD000562,100.23,38,BUY
569,ORD000569,ORD000567,99.99,53,SELL
572,ORD000572,ORD000569,99.68,24,BUY
572,ORD000572,ORD000562,100.23,8,BUY
573,ORD000573,ORD000565,99.38,79,SELL
576,ORD000576,ORD000562,100.23,7,BUY
576,ORD000576,ORD000542,100.32,25,BUY
576,ORD000576,ORD000575,100.33,34,BUY
577,ORD000577,ORD000575,100.33,22,BUY
577,ORD000577,ORD000559,100.45,29,BUY
578,ORD000578,ORD000559,100.45,4,BUY
579,ORD000579,ORD000565,99.38,11,SELL
580,ORD000580,ORD000559,100.45,10,BUY
580,ORD000580,ORD000538,100.85,24,BUY
580,ORD000580,ORD000535,100.91,5,BUY
580,ORD000580,ORD000561,101.24,5,BUY
582,ORD000582,ORD000565,99.38,4,SELL
582,ORD000582,ORD000557,99.24,35,SELL
586,ORD000586,ORD000585,99.38,43,SELL
586,ORD000586,ORD000557,99.24,9,SELL
588,ORD000588,ORD000584,101.19,22,BUY
588,ORD000588,ORD000561,101.24,33,BUY
589,ORD000589,ORD000561,101.24,24,BUY
589,ORD000589,ORD000560,101.65,73,BUY
591,ORD000591,ORD000590,100.00,15,SELL
595,ORD000595,ORD000593,100.37,15,BUY
597,ORD000597,ORD000590,100.00,54,SELL
597,ORD000597,ORD000557,99.24,12,SELL
597,ORD000597,ORD000587,99.08,4,SELL
597,ORD000597,ORD000596,99.05,12,SELL
600,ORD000600,ORD000593,100.37,44,BUY
603,ORD000603,ORD000600,100.41,21,SELL
603,ORD000603,ORD000602,99.99,16,SELL
608,ORD000608,ORD000602,99.99,13,SELL
609,ORD000609,ORD000608,99.58,16,BUY
610,ORD000610,ORD000608,99.58,5,BUY
610,ORD000610,ORD000601,100.54,57,BUY
610,ORD000610,ORD000594,100.98,33,BUY
613,ORD000613,ORD000612,100.03,8,SELL
615,ORD000615,ORD000613,99.92,8,BUY
619,ORD000619,ORD000613,99.92,75,BUY
619,ORD000619,ORD000618,100.44,10,BUY
619,ORD000619,ORD000614,100.79,11,BUY
620,ORD000620,ORD000617,99.69,63,SELL
623,ORD000623,ORD000621,100.12,12,SELL
623,ORD000623,ORD000598,99.22,18,SELL
623,ORD000623,ORD000596,99.05,6,SELL
623,ORD000623,ORD000571,98.90,19,SELL
624,ORD000624,ORD000571,98.90,37,SELL
626,ORD000626,ORD000614,100.79,76,BUY
626,ORD000626,ORD000594,100.98,5,BUY
627,ORD000627,ORD000625,99.21,21,SELL
629,ORD000629,ORD000625,99.21,23,SELL
629,ORD000629,ORD000628,99.07,13,SELL
630,ORD000630,ORD000628,99.07,48,SELL
631,ORD000631,ORD000594,100.98,49,BUY
631,ORD000631,ORD000611,101.03,32,BUY
632,ORD000632,ORD000611,101.03,12,BUY
633,ORD000633,ORD000611,101.03,10,BUY
636,ORD000636,ORD000611,101.03,1,BUY
636,ORD000636,ORD000592,101.10,77,BUY
636,ORD000636,ORD000622,101.24,9,BUY
636,ORD000636,ORD000606,101.39,7,BUY
637,ORD000637,ORD000606,101.39,39,BUY
642,ORD000642,ORD000638,99.69,9,SELL
642,ORD000642,ORD000640,99.54,46,SELL
643,ORD000643,ORD000606,101.39,52,BUY
643,ORD000643,ORD000604,101.43,31,BUY
647,ORD000647,ORD000644,101.23,82,BUY
649,ORD000649,ORD000648,100.33,17,SELL
649,ORD000649,ORD000646,99.98,31,SELL
649,ORD000649,ORD000640,99.54,11,SELL
649,ORD000649,ORD000645,99.27,29,SELL
651,ORD000651,ORD000644,101.23,3,BUY
651,ORD000651,ORD000604,101.43,3,BUY
654,ORD000654,ORD000653,99.71,40,BUY
656,ORD000656,ORD000653,99.71,29,BUY
656,ORD000656,ORD000652,101.07,27,BUY
657,ORD000657,ORD000652,101.07,12,BUY
658,ORD000658,ORD000652,101.07,26,BUY
658,ORD000658,ORD000604,101.43,30,BUY
658,ORD000658,ORD000650,101.43,3,BUY
658,ORD000658,ORD000560,101.65,4,BUY
658,ORD000658,ORD000599,101.66,2,BUY
658,ORD000658,ORD000301,101.71,13,BUY
659,ORD000659,ORD000301,101.71,32,BUY
659,ORD000659,ORD000220,101.76,59,BUY
660,ORD000660,ORD000220,101.76,41,BUY
660,ORD000660,ORD000226,101.78,4,BUY
661,ORD000661,ORD000645,99.27,17,SELL
663,ORD000663,ORD000645,99.27,9,SELL
664,ORD000664,ORD000662,99.80,4,BUY
664,ORD000664,ORD000226,101.78,18,BUY
664,ORD000664,ORD000138,101.80,9,BUY
664,ORD000664,ORD000293,101.80,12,BUY
664,ORD000664,ORD000570,101.81,23,BUY
667,ORD000667,ORD000665,99.92,2,BUY
668,ORD000668,ORD000666,99.69,15,SELL
668,ORD000668,ORD000645,99.27,5,SELL
669,ORD000669,ORD000665,99.92,19,BUY
670,ORD000670,ORD000570,101.81,54,BUY
671,ORD000671,ORD000669,100.28,10,SELL
674,ORD000674,ORD000669,100.28,66,SELL
674,ORD000674,ORD000672,100.25,5,SELL
675,ORD000675,ORD000672,100.25,18,SELL
675,ORD000675,ORD000645,99.27,36,SELL
675,ORD000675,ORD000634,99.11,2,SELL
675,ORD000675,ORD000628,99.07,17,SELL
676,ORD000676,ORD000570,101.81,12,BUY
