sequence,order_id,type,side,price,quantity
106,ORD000106,LIMIT,SELL,101.97,77
107,ORD000107,LIMIT,SELL,101.3,65
108,ORD000108,LIMIT,SELL,101.36,61
109,ORD000109,LIMIT,BUY,98.69,100
110,ORD000110,LIMIT,BUY,98.19,37
111,ORD000111,LIMIT,SELL,100.85,18
112,ORD000055,CANCEL,,,
113,ORD000113,MARKET,BUY,,53
114,ORD000114,LIMIT,SELL,100.02,54
115,ORD000115,LIMIT,BUY,99.91,49
116,ORD000116,LIMIT,SELL,100.47,54
117,ORD000117,LIMIT,BUY,98.68,63
118,ORD000048,CANCEL,,,
119,ORD000119,LIMIT,SELL,101.6,17
120,ORD000120,LIMIT,BUY,99.48,85
121,ORD000088,CANCEL,,,
122,ORD000122,LIMIT,SELL,100.15,42
123,ORD000123,LIMIT,SELL,101.7,36
124,ORD000124,LIMIT,SELL,99.7,3
125,ORD000125,LIMIT,BUY,98.87,84
126,ORD000015,CANCEL,,,
127,ORD000127,LIMIT,BUY,98.05,20
128,ORD000128,LIMIT,SELL,100.91,28
129,ORD000129,LIMIT,SELL,99.92,78
130,ORD000130,LIMIT,BUY,98.41,40
131,ORD000010,CANCEL,,,
132,ORD000132,LIMIT,SELL,101.29,10
133,ORD000133,LIMIT,BUY,99.93,88
134,ORD000134,LIMIT,BUY,99.41,6
135,ORD000135,LIMIT,SELL,99.67,83
136,ORD000136,LIMIT,SELL,99.76,47
137,ORD000137,LIMIT,SELL,100.59,94
138,ORD000138,LIMIT,SELL,101.8,100
139,ORD000139,LIMIT,SELL,100.98,42
140,ORD000140,LIMIT,BUY,99.13,97
141,ORD000141,LIMIT,SELL,100.74,42
142,ORD000071,CANCEL,,,
143,ORD000143,LIMIT,SELL,101.7,90
144,ORD000144,LIMIT,BUY,98.48,31
145,ORD000145,LIMIT,SELL,100.1,61
146,ORD000146,LIMIT,SELL,99.54,38
147,ORD000147,LIMIT,BUY,99.45,61
148,ORD000148,LIMIT,SELL,101.36,43
149,ORD000149,LIMIT,SELL,100.13,16
150,ORD000150,LIMIT,SELL,100.84,98
151,ORD000151,LIMIT,BUY,99.21,93
152,ORD000152,LIMIT,SELL,101.58,38
153,ORD000153,LIMIT,BUY,99.77,17
154,ORD000154,LIMIT,BUY,99.74,17
155,ORD000155,LIMIT,SELL,99.53,37
156,ORD000156,LIMIT,SELL,101.91,33
157,ORD000157,LIMIT,SELL,99.66,63
158,ORD000148,CANCEL,,,
159,ORD000159,LIMIT,BUY,99.41,39
160,ORD000078,CANCEL,,,
161,ORD000115,CANCEL,,,
162,ORD000162,LIMIT,BUY,98.95,57
163,ORD000163,LIMIT,SELL,101.05,79
164,ORD000164,LIMIT,BUY,98.52,28
165,ORD000165,LIMIT,BUY,98.43,10
166,ORD000111,CANCEL,,,
167,ORD000167,LIMIT,SELL,100.08,91
168,ORD000168,MARKET,SELL,,30
169,ORD000169,LIMIT,BUY,99.36,83
170,ORD000082,CANCEL,,,
171,ORD000171,MARKET,BUY,,40
172,ORD000172,LIMIT,SELL,100.67,39
173,ORD000173,LIMIT,SELL,100.73,11
174,ORD000174,LIMIT,SELL,101.01,4
175,ORD000164,CANCEL,,,
176,ORD000176,LIMIT,BUY,99.68,35
177,ORD000177,LIMIT,BUY,99.63,36
178,ORD000146,CANCEL,,,
179,ORD000179,LIMIT,SELL,100.68,53
180,ORD000180,LIMIT,BUY,98.82,89
181,ORD000181,LIMIT,SELL,100.88,59
182,ORD000080,CANCEL,,,
183,ORD000183,LIMIT,SELL,101.56,1
184,ORD000184,LIMIT,SELL,99.97,47
185,ORD000185,LIMIT,SELL,101.4,27
186,ORD000186,LIMIT,BUY,99.1,90
187,ORD000187,LIMIT,BUY,99.52,31
188,ORD000188,LIMIT,SELL,100.88,12
189,ORD000189,LIMIT,BUY,98.29,20
190,ORD000190,LIMIT,SELL,100.18,62
191,ORD000191,LIMIT,BUY,98.36,25
192,ORD000192,LIMIT,BUY,98.69,54
193,ORD000193,LIMIT,SELL,100.21,39
194,ORD000194,LIMIT,SELL,100.62,62
195,ORD000195,LIMIT,SELL,100.3,25
196,ORD000196,LIMIT,BUY,98.58,100
197,ORD000197,LIMIT,SELL,101.26,49
198,ORD000198,LIMIT,BUY,98.09,65
199,ORD000199,LIMIT,SELL,101.69,57
200,ORD000128,CANCEL,,,
201,ORD000046,CANCEL,,,
202,ORD000202,MARKET,BUY,,34
203,ORD000203,LIMIT,SELL,101.63,87
204,ORD000204,LIMIT,SELL,101.07,98
205,ORD000205,LIMIT,BUY,98.59,88
206,ORD000206,LIMIT,BUY,99.08,13
207,ORD000207,LIMIT,BUY,99.74,4
208,ORD000192,CANCEL,,,
209,ORD000107,CANCEL,,,
210,ORD000210,LIMIT,BUY,99.03,88
211,ORD000211,LIMIT,BUY,99.52,49
212,ORD000212,LIMIT,BUY,99.46,30
213,ORD000213,LIMIT,SELL,101.17,60
214,ORD000214,MARKET,BUY,,45
215,ORD000215,LIMIT,SELL,100.56,33
216,ORD000216,LIMIT,SELL,100.46,62
217,ORD000116,CANCEL,,,
218,ORD000218,LIMIT,SELL,100.24,85
219,ORD000219,LIMIT,BUY,99.71,96
220,ORD000220,LIMIT,SELL,101.76,100
221,ORD000221,LIMIT,SELL,99.98,33
222,ORD000222,LIMIT,BUY,100.26,83
223,ORD000194,CANCEL,,,
224,ORD000224,LIMIT,SELL,99.73,38
225,ORD000225,LIMIT,SELL,99.83,70
226,ORD000226,LIMIT,SELL,101.78,22
227,ORD000227,LIMIT,SELL,100.24,44
228,ORD000228,LIMIT,SELL,99.85,29
229,ORD000229,LIMIT,SELL,101.51,47
230,ORD000120,CANCEL,,,
231,ORD000147,CANCEL,,,
232,ORD000110,CANCEL,,,
233,ORD000233,LIMIT,SELL,101.56,48
234,ORD000076,CANCEL,,,
235,ORD000235,LIMIT,SELL,100.05,9
236,ORD000236,LIMIT,SELL,100.26,53
237,ORD000019,CANCEL,,,
238,ORD000238,LIMIT,SELL,99.79,31
239,ORD000239,LIMIT,BUY,98.93,96
240,ORD000240,LIMIT,SELL,101.32,54
241,ORD000241,LIMIT,SELL,101.85,36
242,ORD000193,CANCEL,,,
243,ORD000243,LIMIT,SELL,101.64,13
244,ORD000244,LIMIT,SELL,101.94,46
245,ORD000156,CANCEL,,,
246,ORD000084,CANCEL,,,
247,ORD000247,MARKET,SELL,,28
248,ORD000248,MARKET,BUY,,43
249,ORD000249,LIMIT,BUY,98.51,98
250,ORD000250,LIMIT,BUY,98.58,100
251,ORD000002,CANCEL,,,
252,ORD000252,LIMIT,BUY,99.35,23
253,ORD000023,CANCEL,,,
254,ORD000196,CANCEL,,,
255,ORD000255,LIMIT,BUY,98.04,34
256,ORD000220,CANCEL,,,
257,ORD000257,LIMIT,BUY,99.95,66
258,ORD000258,LIMIT,SELL,101.86,6
259,ORD000259,LIMIT,SELL,101.91,8
260,ORD000260,LIMIT,SELL,99.77,92
261,ORD000261,LIMIT,BUY,98.81,19
262,ORD000163,CANCEL,,,
263,ORD000263,LIMIT,SELL,100.99,38
264,ORD000264,MARKET,SELL,,90
265,ORD000138,CANCEL,,,
266,ORD000266,LIMIT,BUY,100.07,52
267,ORD000267,LIMIT,BUY,98.78,33
268,ORD000268,LIMIT,BUY,99.19,12
269,ORD000269,LIMIT,BUY,99.86,48
270,ORD000270,LIMIT,BUY,99.4,43
271,ORD000271,LIMIT,SELL,101.16,97
272,ORD000272,LIMIT,BUY,99.5,46
273,ORD000263,CANCEL,,,
274,ORD000274,LIMIT,SELL,99.77,72
275,ORD000275,LIMIT,SELL,101.52,72
276,ORD000276,LIMIT,BUY,99.64,89
277,ORD000277,LIMIT,BUY,99.91,44
278,ORD000278,LIMIT,BUY,99.42,52
279,ORD000028,CANCEL,,,
280,ORD000276,CANCEL,,,
281,ORD000281,LIMIT,SELL,99.89,40
282,ORD000282,LIMIT,BUY,98.39,97
283,ORD000283,LIMIT,BUY,99.65,63
284,ORD000284,LIMIT,SELL,101.39,15
285,ORD000285,LIMIT,BUY,99.7,63
286,ORD000286,MARKET,SELL,,51
287,ORD000287,MARKET,BUY,,39
288,ORD000288,LIMIT,BUY,98.72,16
289,ORD000229,CANCEL,,,
290,ORD000211,CANCEL,,,
291,ORD000291,LIMIT,BUY,100.08,46
292,ORD000036,CANCEL,,,
293,ORD000293,LIMIT,SELL,101.66,74
294,ORD000294,LIMIT,SELL,100.54,15
295,ORD000295,LIMIT,SELL,101.87,59
296,ORD000296,MARKET,SELL,,14
297,ORD000297,LIMIT,SELL,100.49,40
298,ORD000298,LIMIT,BUY,98.42,66
299,ORD000299,LIMIT,BUY,98.87,94
300,ORD000300,LIMIT,BUY,98.37,26
301,ORD000109,CANCEL,,,
302,ORD000302,LIMIT,BUY,99.93,64
303,ORD000303,LIMIT,SELL,101.71,83
304,ORD000304,LIMIT,SELL,101.07,20
305,ORD000305,LIMIT,SELL,100.26,36
306,ORD000306,LIMIT,SELL,100.28,58
307,ORD000210,CANCEL,,,
308,ORD000308,LIMIT,BUY,100.44,12
309,ORD000309,LIMIT,SELL,100.89,95
310,ORD000310,LIMIT,SELL,100.93,25
311,ORD000311,LIMIT,SELL,101.89,58
312,ORD000198,CANCEL,,,
313,ORD000313,LIMIT,BUY,98.43,32
314,ORD000314,LIMIT,SELL,101.02,47
315,ORD000315,LIMIT,SELL,101.44,87
316,ORD000316,MARKET,SELL,,13
317,ORD000317,LIMIT,SELL,101.31,85
318,ORD000318,LIMIT,BUY,99.46,19
319,ORD000319,LIMIT,SELL,101.25,51
320,ORD000073,CANCEL,,,
321,ORD000321,LIMIT,SELL,100.32,17
322,ORD000322,LIMIT,BUY,99.06,47
323,ORD000187,CANCEL,,,
324,ORD000143,CANCEL,,,
325,ORD000325,LIMIT,SELL,102.0,20
326,ORD000083,CANCEL,,,
327,ORD000327,LIMIT,BUY,100.19,80
328,ORD000224,CANCEL,,,
329,ORD000133,CANCEL,,,
330,ORD000330,LIMIT,BUY,98.11,47
331,ORD000331,LIMIT,BUY,99.53,97
332,ORD000332,LIMIT,SELL,100.1,61
333,ORD000333,LIMIT,BUY,100.37,57
334,ORD000334,LIMIT,SELL,100.76,54
335,ORD000335,LIMIT,BUY,98.35,33
336,ORD000278,CANCEL,,,
337,ORD000337,LIMIT,BUY,99.29,16
338,ORD000338,LIMIT,BUY,100.26,19
339,ORD000339,LIMIT,BUY,98.56,58
340,ORD000340,LIMIT,BUY,98.99,48
341,ORD000341,LIMIT,BUY,98.07,13
342,ORD000342,LIMIT,SELL,99.84,37
343,ORD000343,LIMIT,SELL,99.85,91
344,ORD000344,LIMIT,BUY,98.05,28
345,ORD000345,LIMIT,SELL,100.22,39
346,ORD000162,CANCEL,,,
347,ORD000347,MARKET,SELL,,64
348,ORD000348,LIMIT,BUY,99.44,92
349,ORD000252,CANCEL,,,
350,ORD000216,CANCEL,,,
351,ORD000351,LIMIT,SELL,101.17,68
352,ORD000352,LIMIT,BUY,99.36,65
353,ORD000353,LIMIT,SELL,99.61,50
354,ORD000354,LIMIT,SELL,100.39,9
355,ORD000355,LIMIT,BUY,99.84,43
356,ORD000218,CANCEL,,,
357,ORD000357,LIMIT,BUY,99.71,90
358,ORD000358,LIMIT,BUY,98.16,100
359,ORD000359,LIMIT,BUY,98.11,26
360,ORD000360,LIMIT,SELL,100.79,70
361,ORD000361,LIMIT,BUY,98.48,46
362,ORD000362,LIMIT,BUY,98.83,16
363,ORD000363,LIMIT,SELL,101.36,50
364,ORD000364,LIMIT,BUY,99.24,67
365,ORD000365,LIMIT,BUY,98.2,78
366,ORD000366,LIMIT,BUY,98.8,11
367,ORD000367,LIMIT,SELL,101.01,55
368,ORD000268,CANCEL,,,
369,ORD000369,LIMIT,BUY,100.28,79
370,ORD000370,LIMIT,SELL,101.48,8
371,ORD000352,CANCEL,,,
372,ORD000372,LIMIT,BUY,98.36,78
373,ORD000373,MARKET,SELL,,9
374,ORD000374,LIMIT,SELL,101.87,5
375,ORD000375,LIMIT,SELL,100.43,98
376,ORD000106,CANCEL,,,
377,ORD000377,LIMIT,SELL,100.2,15
378,ORD000137,CANCEL,,,
379,ORD000379,LIMIT,SELL,99.79,100
380,ORD000380,LIMIT,SELL,101.03,89
381,ORD000381,LIMIT,SELL,99.84,10
382,ORD000382,LIMIT,SELL,101.53,41
383,ORD000383,LIMIT,BUY,98.73,39
384,ORD000384,LIMIT,BUY,99.27,16
385,ORD000385,LIMIT,BUY,99.24,47
386,ORD000386,LIMIT,SELL,101.96,17
387,ORD000387,MARKET,BUY,,51
388,ORD000388,LIMIT,SELL,101.42,74
389,ORD000204,CANCEL,,,
390,ORD000390,LIMIT,SELL,100.79,17
391,ORD000391,LIMIT,BUY,98.32,65
392,ORD000392,LIMIT,BUY,99.3,39
393,ORD000206,CANCEL,,,
394,ORD000394,LIMIT,BUY,100.35,37
395,ORD000395,LIMIT,SELL,101.89,36
396,ORD000195,CANCEL,,,
397,ORD000397,LIMIT,BUY,98.42,75
398,ORD000365,CANCEL,,,
399,ORD000399,LIMIT,SELL,100.91,4
400,ORD000361,CANCEL,,,
401,ORD000401,LIMIT,SELL,101.42,54
402,ORD000402,LIMIT,BUY,99.57,38
403,ORD000403,LIMIT,SELL,101.51,88
404,ORD000404,MARKET,SELL,,8
405,ORD000261,CANCEL,,,
406,ORD000406,LIMIT,BUY,98.36,92
407,ORD000407,LIMIT,SELL,99.83,48
408,ORD000408,LIMIT,BUY,99.17,35
409,ORD000409,MARKET,BUY,,38
410,ORD000410,LIMIT,SELL,101.66,21
411,ORD000411,LIMIT,SELL,99.9,66
412,ORD000412,LIMIT,SELL,99.73,51
413,ORD000413,LIMIT,BUY,98.88,7
414,ORD000414,LIMIT,SELL,99.52,14
415,ORD000415,LIMIT,SELL,101.41,47
416,ORD000050,CANCEL,,,
417,ORD000417,LIMIT,BUY,98.72,50
418,ORD000418,LIMIT,SELL,101.06,79
419,ORD000090,CANCEL,,,
420,ORD000420,LIMIT,SELL,100.41,19
421,ORD000311,CANCEL,,,
422,ORD000422,MARKET,BUY,,18
423,ORD000423,LIMIT,SELL,99.87,66
424,ORD000357,CANCEL,,,
425,ORD000425,LIMIT,SELL,101.35,39
426,ORD000426,LIMIT,SELL,100.25,3
427,ORD000427,LIMIT,BUY,99.46,93
428,ORD000428,LIMIT,BUY,98.66,84
429,ORD000429,LIMIT,BUY,99.46,22
430,ORD000430,LIMIT,SELL,101.2,5
431,ORD000431,LIMIT,BUY,99.1,54
432,ORD000386,CANCEL,,,
433,ORD000433,LIMIT,SELL,101.34,8
434,ORD000434,LIMIT,BUY,100.5,62
435,ORD000435,LIMIT,SELL,100.65,69
436,ORD000436,LIMIT,SELL,101.67,88
437,ORD000437,LIMIT,SELL,99.98,32
438,ORD000438,LIMIT,SELL,101.93,39
439,ORD000439,LIMIT,BUY,99.22,62
440,ORD000440,LIMIT,SELL,100.93,70
441,ORD000441,LIMIT,SELL,101.89,19
442,ORD000442,LIMIT,SELL,99.7,57
443,ORD000443,LIMIT,SELL,101.57,35
444,ORD000444,LIMIT,SELL,101.04,76
445,ORD000445,LIMIT,BUY,99.33,82
446,ORD000446,LIMIT,BUY,99.79,13
447,ORD000447,MARKET,BUY,,71
448,ORD000448,LIMIT,BUY,100.34,61
449,ORD000449,LIMIT,BUY,98.72,37
450,ORD000450,LIMIT,BUY,98.58,95
451,ORD000451,LIMIT,BUY,98.44,23
452,ORD000452,LIMIT,BUY,98.99,64
453,ORD000412,CANCEL,,,
454,ORD000454,LIMIT,SELL,99.52,73
455,ORD000455,LIMIT,SELL,101.97,70
456,ORD000456,LIMIT,BUY,99.17,25
457,ORD000457,LIMIT,SELL,100.65,33
458,ORD000458,LIMIT,BUY,99.98,73
459,ORD000459,LIMIT,BUY,100.14,52
460,ORD000460,MARKET,SELL,,86
461,ORD000119,CANCEL,,,
462,ORD000462,MARKET,BUY,,50
463,ORD000463,LIMIT,SELL,100.25,93
464,ORD000464,LIMIT,SELL,101.23,8
465,ORD000465,LIMIT,SELL,100.51,65
466,ORD000466,LIMIT,SELL,101.1,38
467,ORD000467,LIMIT,BUY,98.33,20
468,ORD000468,LIMIT,SELL,100.87,61
469,ORD000469,LIMIT,BUY,99.7,77
470,ORD000470,LIMIT,BUY,99.32,47
471,ORD000339,CANCEL,,,
472,ORD000444,CANCEL,,,
473,ORD000473,LIMIT,BUY,98.37,42
474,ORD000474,LIMIT,SELL,100.01,75
475,ORD000475,LIMIT,SELL,100.63,66
476,ORD000476,LIMIT,BUY,99.68,40
477,ORD000477,LIMIT,SELL,99.51,28
478,ORD000478,LIMIT,BUY,99.75,70
479,ORD000479,LIMIT,BUY,99.18,37
480,ORD000480,LIMIT,BUY,100.45,83
481,ORD000481,LIMIT,SELL,100.46,49
482,ORD000482,LIMIT,BUY,98.87,23
483,ORD000483,LIMIT,SELL,101.32,29
484,ORD000484,LIMIT,BUY,99.16,93
485,ORD000485,LIMIT,SELL,100.12,45
486,ORD000145,CANCEL,,,
487,ORD000487,MARKET,BUY,,85
488,ORD000488,LIMIT,BUY,98.17,77
489,ORD000358,CANCEL,,,
490,ORD000490,LIMIT,BUY,98.11,57
491,ORD000491,LIMIT,BUY,99.94,18
492,ORD000492,LIMIT,SELL,101.79,74
493,ORD000493,LIMIT,SELL,101.69,85
494,ORD000494,LIMIT,SELL,99.65,76
495,ORD000495,LIMIT,BUY,99.07,64
496,ORD000235,CANCEL,,,
497,ORD000497,LIMIT,SELL,100.3,54
498,ORD000498,LIMIT,SELL,101.39,61
499,ORD000499,LIMIT,BUY,99.77,60
500,ORD000500,LIMIT,SELL,100.89,18
501,ORD000501,LIMIT,SELL,101.12,58
502,ORD000502,LIMIT,BUY,100.07,7
503,ORD000503,LIMIT,BUY,98.47,98
504,ORD000504,LIMIT,BUY,100.17,43
505,ORD000505,LIMIT,BUY,98.48,95
506,ORD000426,CANCEL,,,
507,ORD000507,LIMIT,BUY,99.76,51
508,ORD000508,LIMIT,SELL,100.45,69
509,ORD000509,LIMIT,SELL,100.78,64
510,ORD000510,LIMIT,SELL,100.3,27
511,ORD000511,MARKET,SELL,,29
512,ORD000512,LIMIT,BUY,100.34,75
513,ORD000513,LIMIT,SELL,100.32,49
514,ORD000514,LIMIT,BUY,99.64,88
515,ORD000515,LIMIT,SELL,101.1,63
516,ORD000516,LIMIT,SELL,101.3,63
517,ORD000103,CANCEL,,,
518,ORD000518,LIMIT,BUY,99.67,98
519,ORD000190,CANCEL,,,
520,ORD000520,MARKET,BUY,,20
521,ORD000488,CANCEL,,,
522,ORD000522,LIMIT,SELL,99.54,69
523,ORD000523,MARKET,BUY,,93
524,ORD000524,MARKET,SELL,,90
525,ORD000525,LIMIT,BUY,98.24,20
526,ORD000526,LIMIT,SELL,100.17,51
527,ORD000449,CANCEL,,,
528,ORD000528,LIMIT,BUY,98.56,88
529,ORD000529,LIMIT,BUY,100.15,98
530,ORD000450,CANCEL,,,
531,ORD000531,MARKET,SELL,,2
532,ORD000532,LIMIT,BUY,99.08,43
533,ORD000533,LIMIT,BUY,100.3,30
534,ORD000534,LIMIT,SELL,101.81,88
535,ORD000535,LIMIT,BUY,100.13,3
536,ORD000536,LIMIT,BUY,99.78,51
537,ORD000537,LIMIT,SELL,100.1,50
538,ORD000538,LIMIT,SELL,101.35,89
539,ORD000539,MARKET,SELL,,56
540,ORD000540,LIMIT,BUY,99.92,77
541,ORD000541,MARKET,SELL,,35
542,ORD000542,LIMIT,SELL,100.39,49
543,ORD000543,MARKET,SELL,,80
544,ORD000544,LIMIT,BUY,98.21,20
545,ORD000545,LIMIT,BUY,98.79,14
546,ORD000370,CANCEL,,,
547,ORD000547,LIMIT,SELL,99.72,56
548,ORD000548,LIMIT,SELL,99.72,71
549,ORD000384,CANCEL,,,
550,ORD000550,LIMIT,BUY,98.97,11
551,ORD000551,LIMIT,BUY,98.42,49
552,ORD000334,CANCEL,,,
553,ORD000553,LIMIT,SELL,99.92,36
554,ORD000554,LIMIT,SELL,100.4,32
555,ORD000555,LIMIT,SELL,99.99,14
556,ORD000018,CANCEL,,,
557,ORD000557,LIMIT,SELL,100.45,43
558,ORD000558,LIMIT,SELL,101.65,77
559,ORD000385,CANCEL,,,
560,ORD000560,LIMIT,BUY,98.44,51
561,ORD000561,LIMIT,SELL,101.08,74
562,ORD000562,LIMIT,SELL,101.54,51
563,ORD000563,LIMIT,BUY,99.36,88
564,ORD000564,LIMIT,BUY,99.15,91
565,ORD000565,LIMIT,SELL,99.67,53
566,ORD000566,LIMIT,BUY,98.61,85
567,ORD000474,CANCEL,,,
568,ORD000568,LIMIT,BUY,99.49,75
569,ORD000569,LIMIT,SELL,101.48,47
570,ORD000570,LIMIT,BUY,98.62,86
571,ORD000571,LIMIT,BUY,99.61,83
572,ORD000572,LIMIT,SELL,100.58,2
573,ORD000297,CANCEL,,,
574,ORD000574,LIMIT,BUY,98.98,99
575,ORD000575,LIMIT,BUY,98.06,14
576,ORD000576,LIMIT,BUY,100.35,19
577,ORD000577,LIMIT,SELL,100.02,62
578,ORD000578,LIMIT,BUY,99.74,41
579,ORD000081,CANCEL,,,
580,ORD000580,MARKET,BUY,,44
581,ORD000581,LIMIT,BUY,99.85,67
582,ORD000227,CANCEL,,,
583,ORD000583,LIMIT,SELL,100.08,52
584,ORD000584,LIMIT,BUY,99.08,4
585,ORD000585,LIMIT,BUY,99.07,1
586,ORD000586,LIMIT,BUY,99.76,9
587,ORD000587,LIMIT,BUY,98.49,15
588,ORD000588,LIMIT,SELL,101.1,77
589,ORD000589,LIMIT,SELL,100.37,59
590,ORD000590,LIMIT,SELL,100.98,87
591,ORD000180,CANCEL,,,
592,ORD000592,LIMIT,BUY,99.73,66
593,ORD000593,LIMIT,BUY,99.06,63
594,ORD000594,LIMIT,BUY,99.22,18
595,ORD000501,CANCEL,,,
596,ORD000596,LIMIT,SELL,100.71,25
597,ORD000597,LIMIT,SELL,100.73,91
598,ORD000598,LIMIT,SELL,100.91,98
599,ORD000599,LIMIT,BUY,99.34,22
600,ORD000600,LIMIT,SELL,99.78,15
601,ORD000601,LIMIT,SELL,101.39,98
602,ORD000602,LIMIT,BUY,98.26,84
603,ORD000603,LIMIT,SELL,99.58,34
604,ORD000604,LIMIT,BUY,100.48,100
605,ORD000605,LIMIT,BUY,99.47,45
606,ORD000606,LIMIT,SELL,99.85,27
607,ORD000607,LIMIT,BUY,99.33,77
608,ORD000608,LIMIT,SELL,100.23,74
609,ORD000609,LIMIT,BUY,99.88,53
610,ORD000610,LIMIT,SELL,99.82,17
611,ORD000611,LIMIT,SELL,101.4,87
612,ORD000612,LIMIT,BUY,98.67,54
613,ORD000613,LIMIT,BUY,100.2,12
614,ORD000614,LIMIT,SELL,101.69,59
615,ORD000615,LIMIT,SELL,101.67,94
616,ORD000507,CANCEL,,,
617,ORD000617,LIMIT,SELL,101.49,51
618,ORD000618,LIMIT,SELL,100.74,42
619,ORD000619,LIMIT,SELL,99.83,63
620,ORD000620,MARKET,BUY,,81
621,ORD000621,MARKET,SELL,,21
