sequence,order_id,type,side,price,quantity
117,ORD000112,CANCEL,,,
118,ORD000118,LIMIT,BUY,98.71,85
119,ORD000118,CANCEL,,,
120,ORD000120,LIMIT,BUY,98.56,26
121,ORD000120,CANCEL,,,
122,ORD000122,LIMIT,SELL,101.42,59
123,ORD000122,CANCEL,,,
124,ORD000124,LIMIT,SELL,100.11,84
125,ORD000124,CANCEL,,,
126,ORD000126,LIMIT,BUY,100.39,67
127,ORD000126,CANCEL,,,
128,ORD000128,LIMIT,BUY,100.0,86
129,ORD000128,CANCEL,,,
130,ORD000130,LIMIT,SELL,101.3,65
131,ORD000130,CANCEL,,,
132,ORD000132,LIMIT,SELL,101.38,82
133,ORD000132,CANCEL,,,
134,ORD000134,LIMIT,SELL,101.28,31
135,ORD000134,CANCEL,,,
136,ORD000136,LIMIT,BUY,98.58,89
137,ORD000136,CANCEL,,,
138,ORD000138,LIMIT,SELL,100.66,8
139,ORD000138,CANCEL,,,
140,ORD000140,LIMIT,BUY,99.91,49
141,ORD000140,CANCEL,,,
142,ORD000142,LIMIT,SELL,101.88,54
143,ORD000142,CANCEL,,,
144,ORD000144,LIMIT,SELL,99.57,44
145,ORD000144,CANCEL,,,
146,ORD000146,LIMIT,SELL,101.95,69
147,ORD000146,CANCEL,,,
148,ORD000148,LIMIT,BUY,99.07,60
149,ORD000148,CANCEL,,,
150,ORD000150,LIMIT,BUY,98.84,49
151,ORD000150,CANCEL,,,
152,ORD000152,LIMIT,BUY,99.87,7
153,ORD000153,LIMIT,SELL,99.67,84
154,ORD000152,CANCEL,,,
155,ORD000155,LIMIT,BUY,99.55,31
156,ORD000153,CANCEL,,,
157,ORD000155,CANCEL,,,
158,ORD000158,LIMIT,SELL,99.92,78
159,ORD000159,LIMIT,BUY,98.41,40
160,ORD000158,CANCEL,,,
161,ORD000161,LIMIT,SELL,101.29,10
162,ORD000159,CANCEL,,,
163,ORD000161,CANCEL,,,
164,ORD000164,LIMIT,BUY,99.41,6
165,ORD000164,CANCEL,,,
166,ORD000166,LIMIT,BUY,98.85,54
167,ORD000167,LIMIT,BUY,98.91,59
168,ORD000168,LIMIT,SELL,100.8,84
169,ORD000168,CANCEL,,,
170,ORD000170,LIMIT,SELL,101.33,35
171,ORD000166,CANCEL,,,
172,ORD000172,LIMIT,BUY,99.13,97
173,ORD000172,CANCEL,,,
174,ORD000170,CANCEL,,,
175,ORD000167,CANCEL,,,
176,ORD000176,LIMIT,BUY,98.65,36
177,ORD000177,LIMIT,SELL,100.79,25
178,ORD000177,CANCEL,,,
179,ORD000176,CANCEL,,,
180,ORD000180,LIMIT,SELL,99.54,38
181,ORD000180,CANCEL,,,
182,ORD000182,LIMIT,SELL,100.83,55
183,ORD000183,LIMIT,SELL,100.63,40
184,ORD000182,CANCEL,,,
185,ORD000185,LIMIT,SELL,100.84,98
186,ORD000183,CANCEL,,,
187,ORD000185,CANCEL,,,
188,ORD000188,LIMIT,SELL,101.58,38
189,ORD000188,CANCEL,,,
190,ORD000190,LIMIT,BUY,100.44,71
191,ORD000190,CANCEL,,,
192,ORD000192,LIMIT,SELL,99.53,37
193,ORD000192,CANCEL,,,
194,ORD000194,LIMIT,BUY,100.15,15
195,ORD000195,LIMIT,SELL,100.94,88
196,ORD000194,CANCEL,,,
197,ORD000197,LIMIT,SELL,100.12,72
198,ORD000198,LIMIT,BUY,98.95,57
199,ORD000198,CANCEL,,,
200,ORD000200,LIMIT,SELL,99.65,95
201,ORD000195,CANCEL,,,
202,ORD000200,CANCEL,,,
203,ORD000197,CANCEL,,,
204,ORD000204,LIMIT,BUY,99.02,89
205,ORD000204,CANCEL,,,
206,ORD000206,LIMIT,SELL,101.26,59
207,ORD000206,CANCEL,,,
208,ORD000208,LIMIT,BUY,99.36,83
209,ORD000208,CANCEL,,,
210,ORD000210,LIMIT,BUY,99.98,77
211,ORD000211,LIMIT,SELL,100.67,39
212,ORD000211,CANCEL,,,
213,ORD000210,CANCEL,,,
214,ORD000214,LIMIT,BUY,99.84,78
215,ORD000214,CANCEL,,,
216,ORD000216,LIMIT,BUY,99.68,35
217,ORD000216,CANCEL,,,
218,ORD000218,LIMIT,SELL,99.95,75
219,ORD000218,CANCEL,,,
220,ORD000220,LIMIT,SELL,100.33,86
221,ORD000220,CANCEL,,,
222,ORD000222,LIMIT,SELL,101.86,98
223,ORD000222,CANCEL,,,
224,ORD000224,LIMIT,SELL,101.93,52
225,ORD000225,LIMIT,BUY,99.36,53
226,ORD000225,CANCEL,,,
227,ORD000224,CANCEL,,,
228,ORD000228,LIMIT,BUY,99.37,37
229,ORD000228,CANCEL,,,
230,ORD000230,LIMIT,BUY,98.78,2
231,ORD000230,CANCEL,,,
232,ORD000232,LIMIT,BUY,98.29,20
233,ORD000232,CANCEL,,,
234,ORD000234,LIMIT,SELL,100.71,61
235,ORD000234,CANCEL,,,
236,ORD000236,LIMIT,BUY,98.69,54
237,ORD000236,CANCEL,,,
238,ORD000238,LIMIT,SELL,101.59,75
239,ORD000239,LIMIT,SELL,100.62,62
240,ORD000239,CANCEL,,,
241,ORD000238,CANCEL,,,
242,ORD000242,LIMIT,BUY,98.58,100
243,ORD000242,CANCEL,,,
244,ORD000244,LIMIT,SELL,101.16,84
245,ORD000245,LIMIT,SELL,99.82,76
246,ORD000244,CANCEL,,,
247,ORD000247,LIMIT,SELL,101.78,2
248,ORD000248,LIMIT,SELL,101.92,10
249,ORD000247,CANCEL,,,
250,ORD000248,CANCEL,,,
251,ORD000245,CANCEL,,,
252,ORD000252,LIMIT,SELL,101.07,98
253,ORD000252,CANCEL,,,
254,ORD000254,LIMIT,BUY,100.3,30
255,ORD000255,LIMIT,SELL,101.4,91
256,ORD000256,LIMIT,SELL,100.25,4
257,ORD000254,CANCEL,,,
258,ORD000255,CANCEL,,,
259,ORD000259,LIMIT,BUY,99.41,24
260,ORD000259,CANCEL,,,
261,ORD000261,LIMIT,SELL,100.1,75
262,ORD000261,CANCEL,,,
263,ORD000263,LIMIT,SELL,99.52,60
264,ORD000264,LIMIT,BUY,100.36,76
265,ORD000264,CANCEL,,,
266,ORD000263,CANCEL,,,
267,ORD000267,LIMIT,BUY,100.13,14
268,ORD000267,CANCEL,,,
269,ORD000269,MARKET,SELL,,85
270,ORD000270,LIMIT,BUY,99.71,96
271,ORD000271,LIMIT,SELL,101.76,100
272,ORD000272,LIMIT,SELL,99.98,33
273,ORD000272,CANCEL,,,
274,ORD000274,LIMIT,BUY,100.26,83
275,ORD000271,CANCEL,,,
276,ORD000274,CANCEL,,,
277,ORD000277,LIMIT,BUY,98.82,54
278,ORD000270,CANCEL,,,
279,ORD000279,LIMIT,SELL,101.78,22
280,ORD000279,CANCEL,,,
281,ORD000281,LIMIT,SELL,100.35,15
282,ORD000277,CANCEL,,,
283,ORD000281,CANCEL,,,
284,ORD000284,LIMIT,SELL,101.51,47
285,ORD000284,CANCEL,,,
286,ORD000286,LIMIT,BUY,99.68,87
287,ORD000286,CANCEL,,,
288,ORD000288,LIMIT,SELL,100.08,4
289,ORD000288,CANCEL,,,
290,ORD000290,LIMIT,BUY,99.59,60
291,ORD000291,LIMIT,SELL,99.79,6
292,ORD000292,LIMIT,SELL,99.79,31
293,ORD000293,LIMIT,BUY,98.93,96
294,ORD000293,CANCEL,,,
295,ORD000292,CANCEL,,,
296,ORD000291,CANCEL,,,
297,ORD000290,CANCEL,,,
298,ORD000298,MARKET,SELL,,48
299,ORD000299,LIMIT,SELL,101.64,13
300,ORD000300,LIMIT,SELL,101.94,46
301,ORD000300,CANCEL,,,
302,ORD000299,CANCEL,,,
303,ORD000303,LIMIT,SELL,100.03,82
304,ORD000303,CANCEL,,,
305,ORD000305,LIMIT,SELL,99.81,73
306,ORD000305,CANCEL,,,
307,ORD000307,LIMIT,BUY,98.37,77
308,ORD000307,CANCEL,,,
309,ORD000309,LIMIT,SELL,99.77,4
310,ORD000309,CANCEL,,,
311,ORD000311,LIMIT,BUY,98.04,34
312,ORD000311,CANCEL,,,
313,ORD000313,LIMIT,BUY,99.95,66
314,ORD000313,CANCEL,,,
315,ORD000315,LIMIT,BUY,100.27,85
316,ORD000315,CANCEL,,,
317,ORD000317,LIMIT,BUY,99.2,52
318,ORD000317,CANCEL,,,
319,ORD000319,LIMIT,SELL,99.7,78
320,ORD000319,CANCEL,,,
321,ORD000321,LIMIT,SELL,100.99,38
322,ORD000321,CANCEL,,,
323,ORD000323,LIMIT,BUY,99.63,99
324,ORD000323,CANCEL,,,
325,ORD000325,LIMIT,BUY,100.07,52
326,ORD000325,CANCEL,,,
327,ORD000327,LIMIT,SELL,100.44,20
328,ORD000327,CANCEL,,,
329,ORD000329,LIMIT,BUY,98.24,95
330,ORD000329,CANCEL,,,
331,ORD000331,LIMIT,SELL,100.53,86
332,ORD000332,LIMIT,SELL,101.3,37
333,ORD000332,CANCEL,,,
334,ORD000331,CANCEL,,,
335,ORD000335,LIMIT,SELL,99.77,72
336,ORD000335,CANCEL,,,
337,ORD000337,LIMIT,SELL,101.94,80
338,ORD000337,CANCEL,,,
339,ORD000339,MARKET,SELL,,35
340,ORD000340,LIMIT,SELL,100.38,24
341,ORD000341,LIMIT,SELL,101.35,4
342,ORD000340,CANCEL,,,
343,ORD000341,CANCEL,,,
344,ORD000344,LIMIT,SELL,100.31,73
345,ORD000344,CANCEL,,,
346,ORD000346,LIMIT,BUY,98.68,85
347,ORD000346,CANCEL,,,
348,ORD000348,LIMIT,BUY,98.28,56
349,ORD000348,CANCEL,,,
350,ORD000350,MARKET,SELL,,51
351,ORD000351,MARKET,BUY,,39
352,ORD000352,LIMIT,BUY,98.72,16
353,ORD000352,CANCEL,,,
354,ORD000354,LIMIT,SELL,100.08,72
355,ORD000355,LIMIT,SELL,101.65,6
356,ORD000355,CANCEL,,,
357,ORD000357,LIMIT,SELL,100.93,91
358,ORD000357,CANCEL,,,
359,ORD000354,CANCEL,,,
360,ORD000360,LIMIT,BUY,99.55,89
361,ORD000361,LIMIT,BUY,98.26,56
362,ORD000360,CANCEL,,,
363,ORD000361,CANCEL,,,
364,ORD000364,LIMIT,BUY,98.42,66
365,ORD000364,CANCEL,,,
366,ORD000366,LIMIT,SELL,101.9,83
367,ORD000367,LIMIT,BUY,98.64,23
368,ORD000366,CANCEL,,,
369,ORD000367,CANCEL,,,
370,ORD000370,LIMIT,SELL,101.71,83
371,ORD000370,CANCEL,,,
372,ORD000372,LIMIT,SELL,99.67,57
373,ORD000372,CANCEL,,,
374,ORD000374,LIMIT,SELL,100.28,58
375,ORD000374,CANCEL,,,
376,ORD000376,LIMIT,BUY,100.44,12
377,ORD000376,CANCEL,,,
378,ORD000378,LIMIT,BUY,100.02,84
379,ORD000378,CANCEL,,,
380,ORD000380,LIMIT,BUY,100.03,44
381,ORD000381,LIMIT,BUY,98.43,32
382,ORD000382,LIMIT,SELL,101.02,47
383,ORD000381,CANCEL,,,
384,ORD000382,CANCEL,,,
385,ORD000380,CANCEL,,,
386,ORD000386,LIMIT,SELL,99.74,87
387,ORD000386,CANCEL,,,
388,ORD000388,LIMIT,BUY,99.46,19
389,ORD000389,LIMIT,SELL,101.25,51
390,ORD000388,CANCEL,,,
391,ORD000389,CANCEL,,,
392,ORD000392,LIMIT,SELL,101.18,95
393,ORD000393,LIMIT,BUY,99.06,47
394,ORD000393,CANCEL,,,
395,ORD000392,CANCEL,,,
396,ORD000396,LIMIT,SELL,102.0,20
397,ORD000396,CANCEL,,,
398,ORD000398,LIMIT,BUY,100.19,80
399,ORD000398,CANCEL,,,
400,ORD000400,LIMIT,BUY,99.93,22
401,ORD000401,LIMIT,BUY,99.69,31
402,ORD000402,LIMIT,SELL,101.46,30
403,ORD000401,CANCEL,,,
404,ORD000404,LIMIT,SELL,99.99,87
405,ORD000405,LIMIT,SELL,100.2,49
406,ORD000405,CANCEL,,,
407,ORD000407,LIMIT,BUY,98.35,33
408,ORD000407,CANCEL,,,
409,ORD000409,LIMIT,BUY,99.29,16
410,ORD000402,CANCEL,,,
411,ORD000409,CANCEL,,,
412,ORD000404,CANCEL,,,
413,ORD000400,CANCEL,,,
414,ORD000414,LIMIT,SELL,100.54,51
415,ORD000414,CANCEL,,,
416,ORD000416,LIMIT,BUY,98.07,13
417,ORD000417,LIMIT,SELL,99.84,37
418,ORD000418,LIMIT,SELL,99.85,91
419,ORD000418,CANCEL,,,
420,ORD000416,CANCEL,,,
421,ORD000417,CANCEL,,,
422,ORD000422,LIMIT,SELL,100.22,39
423,ORD000422,CANCEL,,,
424,ORD000424,LIMIT,SELL,101.59,64
425,ORD000424,CANCEL,,,
426,ORD000426,LIMIT,BUY,98.73,1
427,ORD000426,CANCEL,,,
428,ORD000428,LIMIT,BUY,98.21,47
429,ORD000428,CANCEL,,,
430,ORD000430,MARKET,SELL,,50
431,ORD000431,LIMIT,SELL,100.39,9
432,ORD000431,CANCEL,,,
433,ORD000433,LIMIT,SELL,100.38,44
434,ORD000434,LIMIT,BUY,99.71,90
435,ORD000433,CANCEL,,,
436,ORD000436,LIMIT,BUY,100.36,5
437,ORD000434,CANCEL,,,
438,ORD000438,LIMIT,BUY,98.78,51
439,ORD000439,LIMIT,SELL,101.38,25
440,ORD000436,CANCEL,,,
441,ORD000441,LIMIT,SELL,101.5,56
442,ORD000442,LIMIT,SELL,100.47,24
443,ORD000442,CANCEL,,,
444,ORD000441,CANCEL,,,
445,ORD000438,CANCEL,,,
446,ORD000446,LIMIT,BUY,100.49,24
447,ORD000446,CANCEL,,,
448,ORD000439,CANCEL,,,
449,ORD000449,LIMIT,SELL,101.29,22
450,ORD000449,CANCEL,,,
451,ORD000451,LIMIT,SELL,100.59,82
452,ORD000452,LIMIT,BUY,99.59,47
453,ORD000451,CANCEL,,,
454,ORD000454,LIMIT,BUY,99.7,57
455,ORD000452,CANCEL,,,
456,ORD000454,CANCEL,,,
457,ORD000457,LIMIT,BUY,99.7,48
458,ORD000457,CANCEL,,,
459,ORD000459,LIMIT,SELL,101.12,32
460,ORD000460,LIMIT,BUY,99.25,50
461,ORD000461,LIMIT,BUY,98.65,58
462,ORD000461,CANCEL,,,
463,ORD000460,CANCEL,,,
464,ORD000459,CANCEL,,,
465,ORD000465,LIMIT,SELL,101.28,12
466,ORD000466,LIMIT,SELL,101.27,71
467,ORD000466,CANCEL,,,
468,ORD000468,LIMIT,BUY,99.27,16
469,ORD000469,LIMIT,BUY,99.24,47
470,ORD000468,CANCEL,,,
471,ORD000465,CANCEL,,,
472,ORD000469,CANCEL,,,
473,ORD000473,LIMIT,SELL,101.3,68
474,ORD000473,CANCEL,,,
475,ORD000475,LIMIT,BUY,98.79,10
476,ORD000475,CANCEL,,,
477,ORD000477,LIMIT,BUY,98.32,65
478,ORD000478,LIMIT,BUY,99.3,39
479,ORD000478,CANCEL,,,
480,ORD000480,LIMIT,BUY,100.35,37
481,ORD000481,LIMIT,SELL,101.89,36
482,ORD000480,CANCEL,,,
483,ORD000477,CANCEL,,,
484,ORD000481,CANCEL,,,
485,ORD000485,LIMIT,BUY,99.56,78
486,ORD000485,CANCEL,,,
487,ORD000487,LIMIT,BUY,100.37,99
488,ORD000487,CANCEL,,,
489,ORD000489,LIMIT,SELL,99.58,81
490,ORD000489,CANCEL,,,
491,ORD000491,LIMIT,SELL,99.68,8
492,ORD000491,CANCEL,,,
493,ORD000493,LIMIT,BUY,98.36,92
494,ORD000493,CANCEL,,,
495,ORD000495,LIMIT,BUY,99.29,14
496,ORD000495,CANCEL,,,
497,ORD000497,LIMIT,SELL,99.74,38
498,ORD000498,LIMIT,SELL,101.66,21
499,ORD000499,LIMIT,SELL,99.9,66
500,ORD000498,CANCEL,,,
501,ORD000497,CANCEL,,,
502,ORD000502,LIMIT,SELL,100.04,46
503,ORD000502,CANCEL,,,
504,ORD000499,CANCEL,,,
505,ORD000505,LIMIT,BUY,99.08,34
506,ORD000506,LIMIT,SELL,100.5,73
507,ORD000506,CANCEL,,,
508,ORD000505,CANCEL,,,
509,ORD000509,LIMIT,SELL,100.2,80
510,ORD000509,CANCEL,,,
511,ORD000511,LIMIT,BUY,99.99,44
512,ORD000511,CANCEL,,,
513,ORD000513,LIMIT,BUY,99.0,6
514,ORD000513,CANCEL,,,
515,ORD000515,LIMIT,SELL,99.87,66
516,ORD000515,CANCEL,,,
517,ORD000517,LIMIT,SELL,100.77,66
518,ORD000517,CANCEL,,,
519,ORD000519,LIMIT,BUY,99.68,54
520,ORD000519,CANCEL,,,
521,ORD000521,LIMIT,SELL,101.46,100
522,ORD000521,CANCEL,,,
523,ORD000523,LIMIT,SELL,101.07,80
524,ORD000524,LIMIT,SELL,101.2,5
525,ORD000523,CANCEL,,,
526,ORD000524,CANCEL,,,
527,ORD000527,LIMIT,BUY,98.51,65
528,ORD000528,LIMIT,SELL,101.34,8
529,ORD000529,LIMIT,BUY,100.5,62
530,ORD000528,CANCEL,,,
531,ORD000531,LIMIT,SELL,100.36,46
532,ORD000529,CANCEL,,,
533,ORD000527,CANCEL,,,
534,ORD000534,LIMIT,SELL,100.06,39
535,ORD000535,LIMIT,BUY,99.22,62
536,ORD000535,CANCEL,,,
537,ORD000534,CANCEL,,,
538,ORD000538,LIMIT,SELL,101.89,19
539,ORD000538,CANCEL,,,
540,ORD000540,LIMIT,BUY,99.11,33
541,ORD000541,LIMIT,BUY,99.35,72
542,ORD000540,CANCEL,,,
543,ORD000541,CANCEL,,,
544,ORD000544,LIMIT,BUY,98.13,53
545,ORD000544,CANCEL,,,
546,ORD000546,MARKET,BUY,,71
547,ORD000547,LIMIT,BUY,100.34,61
548,ORD000547,CANCEL,,,
549,ORD000549,LIMIT,SELL,101.11,99
550,ORD000549,CANCEL,,,
551,ORD000551,LIMIT,BUY,98.44,23
552,ORD000552,LIMIT,BUY,98.99,64
553,ORD000552,CANCEL,,,
554,ORD000554,LIMIT,BUY,99.51,43
555,ORD000554,CANCEL,,,
556,ORD000556,LIMIT,BUY,99.17,25
557,ORD000557,LIMIT,SELL,100.65,33
558,ORD000558,LIMIT,BUY,99.98,73
559,ORD000556,CANCEL,,,
560,ORD000558,CANCEL,,,
561,ORD000561,LIMIT,SELL,99.72,86
562,ORD000551,CANCEL,,,
563,ORD000557,CANCEL,,,
564,ORD000561,CANCEL,,,
565,ORD000565,LIMIT,SELL,100.25,93
566,ORD000565,CANCEL,,,
567,ORD000567,LIMIT,BUY,98.3,40
568,ORD000567,CANCEL,,,
569,ORD000569,LIMIT,SELL,100.05,18
570,ORD000569,CANCEL,,,
571,ORD000571,LIMIT,SELL,100.87,61
572,ORD000572,LIMIT,BUY,99.7,77
573,ORD000573,LIMIT,BUY,99.32,47
574,ORD000573,CANCEL,,,
575,ORD000571,CANCEL,,,
576,ORD000572,CANCEL,,,
577,ORD000577,LIMIT,SELL,100.01,75
578,ORD000577,CANCEL,,,
579,ORD000579,LIMIT,SELL,100.54,73
580,ORD000579,CANCEL,,,
581,ORD000581,LIMIT,SELL,100.49,1
582,ORD000582,MARKET,BUY,,45
583,ORD000583,LIMIT,BUY,98.17,61
584,ORD000583,CANCEL,,,
585,ORD000581,CANCEL,,,
586,ORD000586,LIMIT,SELL,101.73,58
587,ORD000587,LIMIT,SELL,101.21,85
588,ORD000588,LIMIT,BUY,98.87,23
589,ORD000589,LIMIT,SELL,101.32,29
590,ORD000590,LIMIT,BUY,99.16,93
591,ORD000590,CANCEL,,,
592,ORD000587,CANCEL,,,
593,ORD000588,CANCEL,,,
594,ORD000586,CANCEL,,,
595,ORD000595,MARKET,BUY,,85
596,ORD000589,CANCEL,,,
597,ORD000597,LIMIT,BUY,98.08,77
598,ORD000597,CANCEL,,,
599,ORD000599,LIMIT,BUY,98.59,28
600,ORD000600,LIMIT,BUY,100.48,30
601,ORD000601,LIMIT,SELL,101.43,42
602,ORD000599,CANCEL,,,
603,ORD000603,LIMIT,BUY,98.69,72
604,ORD000604,LIMIT,BUY,99.07,64
605,ORD000603,CANCEL,,,
606,ORD000606,LIMIT,SELL,100.3,54
607,ORD000604,CANCEL,,,
608,ORD000606,CANCEL,,,
609,ORD000600,CANCEL,,,
610,ORD000601,CANCEL,,,
611,ORD000611,LIMIT,BUY,100.42,72
612,ORD000611,CANCEL,,,
613,ORD000613,LIMIT,BUY,98.2,58
614,ORD000614,LIMIT,BUY,100.07,7
615,ORD000613,CANCEL,,,
616,ORD000616,LIMIT,BUY,99.47,86
617,ORD000616,CANCEL,,,
618,ORD000614,CANCEL,,,
619,ORD000619,LIMIT,BUY,98.48,95
620,ORD000619,CANCEL,,,
621,ORD000621,LIMIT,BUY,98.6,42
622,ORD000622,LIMIT,SELL,101.12,40
623,ORD000622,CANCEL,,,
624,ORD000621,CANCEL,,,
625,ORD000625,LIMIT,SELL,100.43,53
626,ORD000625,CANCEL,,,
627,ORD000627,LIMIT,BUY,100.34,75
628,ORD000628,LIMIT,SELL,100.32,49
629,ORD000627,CANCEL,,,
630,ORD000630,LIMIT,SELL,101.55,93
631,ORD000630,CANCEL,,,
632,ORD000632,LIMIT,SELL,101.3,63
633,ORD000632,CANCEL,,,
634,ORD000634,LIMIT,BUY,99.67,98
635,ORD000634,CANCEL,,,
636,ORD000636,LIMIT,BUY,98.38,28
637,ORD000636,CANCEL,,,
638,ORD000638,LIMIT,SELL,99.54,69
639,ORD000638,CANCEL,,,
640,ORD000640,LIMIT,SELL,100.22,65
641,ORD000641,LIMIT,SELL,101.77,14
642,ORD000642,LIMIT,BUY,99.55,33
643,ORD000643,LIMIT,SELL,99.7,52
644,ORD000641,CANCEL,,,
645,ORD000645,LIMIT,BUY,100.07,11
646,ORD000643,CANCEL,,,
647,ORD000647,LIMIT,BUY,98.94,61
648,ORD000640,CANCEL,,,
649,ORD000649,LIMIT,BUY,99.08,43
650,ORD000642,CANCEL,,,
651,ORD000651,LIMIT,BUY,100.25,89
652,ORD000652,LIMIT,SELL,101.81,88
653,ORD000653,LIMIT,BUY,100.13,3
654,ORD000654,LIMIT,BUY,99.78,51
655,ORD000655,LIMIT,SELL,100.1,50
656,ORD000653,CANCEL,,,
657,ORD000649,CANCEL,,,
658,ORD000658,LIMIT,BUY,100.44,7
659,ORD000651,CANCEL,,,
660,ORD000660,LIMIT,SELL,101.03,77
661,ORD000654,CANCEL,,,
662,ORD000658,CANCEL,,,
663,ORD000663,LIMIT,SELL,100.39,49
664,ORD000663,CANCEL,,,
665,ORD000660,CANCEL,,,
666,ORD000647,CANCEL,,,
667,ORD000667,LIMIT,BUY,98.95,82
668,ORD000667,CANCEL,,,
669,ORD000652,CANCEL,,,
670,ORD000670,LIMIT,SELL,101.4,14
671,ORD000670,CANCEL,,,
672,ORD000672,LIMIT,SELL,99.72,71
673,ORD000672,CANCEL,,,
674,ORD000674,LIMIT,BUY,98.97,11
675,ORD000675,LIMIT,BUY,98.42,49
676,ORD000675,CANCEL,,,
677,ORD000674,CANCEL,,,
678,ORD000678,LIMIT,BUY,99.05,62
679,ORD000679,LIMIT,SELL,100.12,81
680,ORD000678,CANCEL,,,
